Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
107000000;1.9271680116653442e+00;9.7996801137924194e-01;1.9281920194625854e+00;9.8611199855804443e-01;9.8303997516632080e-01;1.9343359470367432e+00;9.9430400133132935e-01;0.0000000000000000e+00;1.7063271439209159e-07;4.0308091998007099e-15;2.0310598360408188e-08;5.9314053661790753e-07;6.0462137997010653e-15;1.1253492781545904e-06
109000000;1.9630080461502075e+00;9.9942398071289062e-01;1.9640320539474487e+00;1.0055680274963379e+00;1.0014719963073730e+00;1.9691519737243652e+00;1.0106879472732544e+00;0.0000000000000000e+00;1.4129041340238616e-06;0.0000000000000000e+00;6.3664582998633012e-08;1.3487054941533184e-06;3.3482199839785894e-15;9.6351365493005885e-07
111000000;2.0008959770202637e+00;1.0188800096511841e+00;1.9998719692230225e+00;1.0229760408401489e+00;1.0209280252456665e+00;2.0070400238037109e+00;1.0280959606170654e+00;0.0000000000000000e+00;3.4164039777859696e-07;1.7900596402465749e-15;6.7060125894719681e-08;1.3713164173431367e-06;2.1736438488708407e-15;1.3058412335246666e-06
113000000;2.0357120037078857e+00;1.0373120307922363e+00;2.0346879959106445e+00;1.0424319505691528e+00;1.0373120307922363e+00;2.0428800582885742e+00;1.0496000051498413e+00;0.0000000000000000e+00;3.6096441968199680e-07;2.7101436504917088e-16;7.5534768305151084e-08;8.7578327961492216e-07;4.2007226582621486e-15;1.1612129309917679e-06
115000000;2.0705280303955078e+00;1.0547200441360474e+00;2.0695040225982666e+00;1.0598399639129639e+00;1.0567679405212402e+00;2.0787200927734375e+00;1.0670080184936523e+00;0.0000000000000000e+00;1.0013807555927825e-06;3.9856189708277175e-15;3.5036223833463458e-08;1.0704053650041626e-06;2.5713670779533658e-15;8.6228369851447567e-07
117000000;2.1063680648803711e+00;1.0731519460678101e+00;2.1063680648803711e+00;1.0782719850540161e+00;1.0731519460678101e+00;2.1135358810424805e+00;1.0874880552291870e+00;0.0000000000000000e+00;4.8945947303341321e-07;1.0260890215706410e-15;2.0928145886922181e-10;9.1791963321416042e-07;2.2801978257125356e-16;8.5712960182036351e-07
119000000;2.1422080993652344e+00;1.0915839672088623e+00;2.1422080993652344e+00;1.0977280139923096e+00;1.0926079750061035e+00;2.1493759155273438e+00;1.1038719415664673e+00;0.0000000000000000e+00;3.3796139378821986e-07;5.8505139877803826e-15;6.8735326906356082e-08;1.5847734920031068e-07;4.6804111902243059e-15;1.6363630966787814e-06
121000000;2.1780478954315186e+00;1.1089919805526733e+00;2.1790719032287598e+00;1.1141120195388794e+00;1.1130880117416382e+00;2.1882879734039307e+00;1.1223039627075195e+00;0.0000000000000000e+00;9.6834923892135458e-07;2.5187665252714679e-15;3.2174444010733426e-08;1.8005046121752401e-06;4.0687766946692941e-15;1.7361557241537732e-06
123000000;2.2138879299163818e+00;1.1284480094909668e+00;2.2128639221191406e+00;1.1335680484771729e+00;1.1294720172882080e+00;2.2231040000915527e+00;1.1397119760513306e+00;0.0000000000000000e+00;4.6432369597111970e-07;1.9295901274387460e-15;1.1901009213637443e-07;8.0963729980586496e-07;0.0000000000000000e+00;2.4132896693184242e-06
125000000;2.2507519721984863e+00;1.1479040384292603e+00;2.2487039566040039e+00;1.1519999504089355e+00;1.1499520540237427e+00;2.2548480033874512e+00;1.1550719738006592e+00;0.0000000000000000e+00;1.3631020556449454e-06;3.2599212728103569e-15;1.0702974605184827e-07;1.0298908276197939e-07;2.6079370182482855e-15;2.6932213047991871e-06
127000000;2.2855679988861084e+00;1.1632640361785889e+00;2.2845439910888672e+00;1.1673599481582642e+00;1.1642880439758301e+00;2.2947840690612793e+00;1.1776000261306763e+00;0.0000000000000000e+00;1.6742772633148470e-06;1.7630334762701279e-15;8.3548175798261731e-08;5.9253853155293395e-07;4.9113075410382129e-15;2.1475379584606839e-06
129000000;2.3214080333709717e+00;1.1765760183334351e+00;2.3214080333709717e+00;1.1857919692993164e+00;1.1847679615020752e+00;2.3255040645599365e+00;1.1960320472717285e+00;0.0000000000000000e+00;3.7988287685699738e-07;3.9465968003314277e-15;6.1536503036797521e-08;1.1503124892072044e-07;2.1377399335128567e-15;1.8807087684959002e-06
131000000;2.3592960834503174e+00;1.2001279592514038e+00;2.3572480678558350e+00;1.2042239904403687e+00;1.2052479982376099e+00;2.3654398918151855e+00;1.2134399414062500e+00;0.0000000000000000e+00;2.0173799336317183e-06;5.2205440488951773e-16;5.5449162365149797e-08;3.3572498683180242e-07;4.8725077789688322e-15;2.2801827081902887e-06
133000000;2.3930881023406982e+00;1.2206079959869385e+00;2.3920640945434570e+00;1.2247040271759033e+00;1.2195839881896973e+00;2.4012799263000488e+00;1.2339199781417847e+00;0.0000000000000000e+00;7.0356396532025973e-07;4.6655121145267842e-16;4.7869357841653284e-08;2.8610100800808583e-07;1.0886194933895831e-15;2.1229380201816508e-06
135000000;2.4279038906097412e+00;1.2380160093307495e+00;2.4279038906097412e+00;1.2431360483169556e+00;1.2431360483169556e+00;2.4330239295959473e+00;1.2503039836883545e+00;0.0000000000000000e+00;1.0489679814168706e-07;7.9852677545382307e-16;2.2796514068912463e-09;2.1663255050404785e-07;2.7948437140883809e-15;2.4673379910241925e-06
137000000;2.4657919406890869e+00;1.2554240226745605e+00;2.4647679328918457e+00;1.2625919580459595e+00;1.2584960460662842e+00;2.4739840030670166e+00;1.2718080282211304e+00;0.0000000000000000e+00;6.0277510393275223e-07;3.7968893708281479e-15;3.6541920799526143e-08;4.8952846730610697e-07;2.7421978789314400e-15;2.4548840849866687e-06
139000000;2.5047039985656738e+00;1.2759040594100952e+00;2.5047039985656738e+00;1.2779519557952881e+00;1.2789759635925293e+00;2.5077760219573975e+00;1.2861440181732178e+00;0.0000000000000000e+00;1.7097748127122806e-06;2.2378204877382372e-15;4.6269191897079168e-08;1.3856476597127655e-07;6.8856015007330378e-16;2.1717383025231895e-06
141000000;2.5395200252532959e+00;1.2933119535446167e+00;2.5364480018615723e+00;1.3015040159225464e+00;1.2963839769363403e+00;2.5477120876312256e+00;1.3076479434967041e+00;0.0000000000000000e+00;2.5533053939355620e-06;1.5915764599180685e-15;7.5339187829121867e-08;2.1260698411585896e-06;4.7747293797542054e-16;1.5481559127233733e-06
143000000;2.5722880363464355e+00;1.3066240549087524e+00;2.5722880363464355e+00;1.3178880214691162e+00;1.3117439746856689e+00;2.5845758914947510e+00;1.3230079412460327e+00;0.0000000000000000e+00;5.7334669204108592e-07;7.7730520038845866e-16;5.2622135711255941e-08;6.7859096346359785e-07;1.0364069338512783e-15;1.6861801636008047e-06
145000000;2.6132481098175049e+00;1.3291519880294800e+00;2.6112000942230225e+00;1.3383680582046509e+00;1.3332480192184448e+00;2.6152958869934082e+00;1.3404159545898438e+00;0.0000000000000000e+00;6.7952679100360508e-09;3.3194698182993134e-16;9.5901607345377378e-08;6.3053964395742533e-07;4.4812842547040732e-15;2.1317568785381557e-06
147000000;2.6460158824920654e+00;1.3496320247650146e+00;2.6490879058837891e+00;1.3567999601364136e+00;1.3516800403594971e+00;2.6480638980865479e+00;1.3598719835281372e+00;0.0000000000000000e+00;1.9796308339857884e-06;2.8905732442496886e-16;3.9799966681876996e-08;1.9498643606618992e-07;1.4452866221248445e-15;2.3655903087749732e-06
149000000;2.6818559169769287e+00;1.3670400381088257e+00;2.6787838935852051e+00;1.3742079734802246e+00;1.3701119422912598e+00;2.6859519481658936e+00;1.3731839656829834e+00;0.0000000000000000e+00;2.3647979207840195e-06;1.3150147356970241e-15;1.1487385960352166e-08;1.6588047603369194e-06;2.8491985940102187e-15;1.5411392335957361e-06
