Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp64, posit32>;DOT Acc<fp64, posit16>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
197000000;2.1104640960693359e+00;1.1028480529785156e+00;2.1114881038665771e+00;1.1069439649581909e+00;1.8862080574035645e+00;2.2743039131164551e+00;1.1048959493637085e+00;2.2067201137542725e+00;1.2062720060348511e+00;0.0000000000000000e+00;2.0539702901263240e-05;2.7088641777028007e-14;1.1295217840915052e-06;2.9699558031134174e-08;1.3544758527726200e-02;9.3463754399474990e-06;7.3951992051286458e-14;3.3633358812123623e-05
199000000;2.1319680213928223e+00;1.1130880117416382e+00;2.1381120681762695e+00;1.1182080507278442e+00;1.8913279771804810e+00;2.2845439910888672e+00;1.1151360273361206e+00;2.2272000312805176e+00;1.2236800193786621e+00;0.0000000000000000e+00;6.2076031054996091e-06;1.0223514414925732e-14;4.6616625055876265e-07;1.3971597928639316e-08;5.6936904003781486e-03;3.3352633569016142e-06;2.1376439231208350e-14;1.6370943687894136e-05
201000000;2.1503999233245850e+00;1.1243519783020020e+00;2.1565439701080322e+00;1.1294720172882080e+00;1.9087359905242920e+00;2.3039999008178711e+00;1.1263999938964844e+00;2.2446079254150391e+00;1.2328959703445435e+00;0.0000000000000000e+00;9.0984298318681811e-06;1.0831105406871261e-13;2.0885625934722996e-06;2.0134306495283559e-08;2.1511062530219203e-02;2.7160761351949168e-05;8.4651926025647122e-14;6.5598050841498998e-05
203000000;2.1729280948638916e+00;1.1356159448623657e+00;2.1800959110260010e+00;1.1407359838485718e+00;1.9599360227584839e+00;2.3531520366668701e+00;1.1376639604568481e+00;2.2712318897247314e+00;1.2421120405197144e+00;0.0000000000000000e+00;5.1556175813494514e-06;8.3113183555082895e-16;1.3516413910566694e-07;8.2606665693211961e-09;5.2328511088338468e-04;3.1157981228607312e-06;1.5197839278643729e-14;2.7486828202943401e-06
205000000;2.1954560279846191e+00;1.1468800306320190e+00;2.2026240825653076e+00;1.1489280462265015e+00;1.9425280094146729e+00;2.3439359664916992e+00;1.1479040384292603e+00;2.2886400222778320e+00;1.2564480304718018e+00;0.0000000000000000e+00;7.8307429166466356e-07;1.8240257803625593e-16;3.3881570714359396e-10;2.4820475312512567e-08;4.4008265188181980e-04;9.8265454128619484e-08;3.6480515607251186e-16;1.6644140374579466e-06
207000000;2.2159359455108643e+00;1.1571199893951416e+00;2.2251520156860352e+00;1.1612160205841064e+00;1.9967999458312988e+00;2.4197120666503906e+00;1.1591680049896240e+00;2.3162879943847656e+00;1.2697600126266479e+00;0.0000000000000000e+00;2.2498046580027629e-07;3.1241556716206201e-16;2.6609779897663938e-08;1.5321927718659433e-08;1.0887721101855549e-03;5.6043412673086331e-07;1.5620778358103102e-15;1.7038780845505988e-06
209000000;2.2364161014556885e+00;1.1704319715499878e+00;2.2497279644012451e+00;1.1745280027389526e+00;1.9957760572433472e+00;2.4094719886779785e+00;1.1714559793472290e+00;2.3418879508972168e+00;1.2830719947814941e+00;0.0000000000000000e+00;3.6132647738010423e-07;5.5497308492512182e-15;2.2748174835554664e-08;1.1109655418900292e-08;3.8250301803999655e-04;1.0384830824692034e-06;4.5406888766600878e-15;7.6762044043356376e-07
211000000;2.2599680423736572e+00;1.1806720495223999e+00;2.2671360969543457e+00;1.1837439537048340e+00;2.0080640316009521e+00;2.4207360744476318e+00;1.1816960573196411e+00;2.3572480678558350e+00;1.2922879457473755e+00;0.0000000000000000e+00;1.2448155117973093e-09;6.8049836251508215e-16;1.2448155117973093e-09;1.9511804336696248e-08;3.8360801013838949e-04;2.9351663671018029e-07;1.6331960700361972e-15;5.8329882688496866e-07
213000000;2.2814719676971436e+00;1.1909120082855225e+00;2.2876160144805908e+00;1.1950080394744873e+00;2.0264959335327148e+00;2.4442880153656006e+00;1.1939840316772461e+00;2.3848960399627686e+00;1.3066240549087524e+00;0.0000000000000000e+00;1.6147069214064411e-06;6.5403628390310158e-16;2.3914007620921013e-08;3.4608168415770492e-08;2.8195745274401758e-03;1.4095835969430403e-07;1.5260846624405703e-15;6.0913576798783615e-07
215000000;2.3029758930206299e+00;1.2042239904403687e+00;2.3070719242095947e+00;1.2052479982376099e+00;2.0336639881134033e+00;2.4524800777435303e+00;1.2052479982376099e+00;2.4063999652862549e+00;1.3189120292663574e+00;0.0000000000000000e+00;6.8577580842558861e-07;3.5051812572658627e-16;4.2284729560757931e-09;4.2284729560757931e-09;1.0464270850192221e-03;5.8499188987711879e-08;1.9862693791173222e-15;7.4850347036937635e-07
217000000;2.3234560489654541e+00;1.2124160528182983e+00;2.3326721191406250e+00;1.2195839881896973e+00;2.0613119602203369e+00;2.4248321056365967e+00;1.2165119647979736e+00;2.4268798828125000e+00;1.3332480192184448e+00;0.0000000000000000e+00;4.0978089762682972e-07;1.3284909460080527e-15;6.5704532884560982e-08;5.3166824743286690e-08;2.8347784321760268e-03;1.4921608244187329e-06;4.4283031533601755e-16;7.7893267865164704e-07
219000000;2.3439359664916992e+00;1.2267520427703857e+00;2.3531520366668701e+00;1.2298239469528198e+00;2.0910079479217529e+00;2.5343999862670898e+00;1.2267520427703857e+00;2.4524800777435303e+00;1.3414399623870850e+00;0.0000000000000000e+00;3.3046263024617818e-07;1.2871251750069996e-16;1.5047403035905520e-08;1.9503600292302853e-08;2.9629435713967911e-04;4.6866664355901170e-07;2.8316753850153989e-15;1.4661895428206572e-06
221000000;2.3664638996124268e+00;1.2380160093307495e+00;2.3726079463958740e+00;1.2400640249252319e+00;2.1135358810424805e+00;2.5446400642395020e+00;1.2390400171279907e+00;2.4719359874725342e+00;1.3588479757308960e+00;0.0000000000000000e+00;6.2150576813372674e-08;3.5154853962713025e-15;5.2552035730150210e-09;1.1596241523581903e-08;5.3944320522868769e-04;1.0163419093688305e-06;1.0044243989346578e-15;8.8153034859605510e-07
223000000;2.3859200477600098e+00;1.2503039836883545e+00;2.3941121101379395e+00;1.2533760070800781e+00;2.1329920291900635e+00;2.5753600597381592e+00;1.2492799758911133e+00;2.4954879283905029e+00;1.3701119422912598e+00;0.0000000000000000e+00;1.4198415912194948e-06;8.9306076431521708e-16;4.1398843567677860e-08;1.8533449808488100e-08;3.9455282074510897e-04;1.0602478309624991e-06;1.4512237420122278e-15;9.4038324421016721e-07
225000000;2.4084479808807373e+00;1.2605439424514771e+00;2.4145920276641846e+00;1.2636159658432007e+00;2.1278719902038574e+00;2.5907199382781982e+00;1.2625919580459595e+00;2.5159680843353271e+00;1.3772799968719482e+00;0.0000000000000000e+00;1.6052170984478237e-06;7.9839063215327318e-16;2.1555521136176059e-09;5.5734640465665647e-08;2.7740058758910489e-03;7.4795168481505496e-07;4.1915508188046839e-15;7.4795168481505496e-07
227000000;2.4309759140014648e+00;1.2697600126266479e+00;2.4371199607849121e+00;1.2748800516128540e+00;2.1688320636749268e+00;2.5989120006561279e+00;1.2707840204238892e+00;2.5405440330505371e+00;1.3946880102157593e+00;0.0000000000000000e+00;1.0491372026490213e-06;8.0448446500578511e-16;3.0623568394698485e-08;2.3364470157487507e-08;2.2388533351907582e-03;4.6252787681218641e-07;2.0112111625144626e-15;1.1103843394384184e-06
229000000;2.4514560699462891e+00;1.2810239791870117e+00;2.4576001167297363e+00;1.2840960025787354e+00;2.1739521026611328e+00;2.6480638980865479e+00;1.2830719947814941e+00;2.5630719661712646e+00;1.4069759845733643e+00;0.0000000000000000e+00;1.7927931044484351e-06;6.7696756105336723e-16;2.4427855037249537e-08;2.4427855037249537e-08;2.5928352928492118e-03;1.4293489125512982e-06;2.2001445734234432e-15;7.0246052875702428e-07
231000000;2.4739840030670166e+00;1.2912640571594238e+00;2.4832000732421875e+00;1.2974079847335815e+00;2.2056961059570312e+00;2.6951680183410645e+00;1.2933119535446167e+00;2.5794560909271240e+00;1.4172159433364868e+00;0.0000000000000000e+00;9.6668237918463298e-07;1.1907154851229530e-15;3.7869848348981808e-08;3.7869848348981808e-08;5.1509919378376603e-04;1.2406511685119826e-06;1.7010221216042185e-15;7.8403651963306676e-07
233000000;2.4934399127960205e+00;1.3056000471115112e+00;2.5026559829711914e+00;1.3107199668884277e+00;2.2241280078887939e+00;2.7176959514617920e+00;1.3066240549087524e+00;2.6122241020202637e+00;1.4305280447006226e+00;0.0000000000000000e+00;2.9381793876356082e-07;6.5997808580551334e-16;2.8075661143745677e-08;2.8075661143745677e-08;1.5006747173802399e-03;4.1482813488927953e-07;2.3099233003192966e-15;1.2120549677487251e-06
235000000;2.5159680843353271e+00;1.3168640136718750e+00;2.5241599082946777e+00;1.3209600448608398e+00;2.2394878864288330e+00;2.7361280918121338e+00;1.3178880214691162e+00;2.6337280273437500e+00;1.4458880424499512e+00;0.0000000000000000e+00;1.2063424632107346e-06;4.4449668275633614e-16;1.3155765948890305e-08;1.3155765948890305e-08;1.6890086986299981e-03;8.8815934394090932e-07;1.3334900482690083e-15;7.0275625240821618e-07
237000000;2.5374720096588135e+00;1.3291519880294800e+00;2.5446400642395020e+00;1.3322240114212036e+00;2.2384641170501709e+00;2.7002880573272705e+00;1.3301759958267212e+00;2.6511359214782715e+00;1.4510079622268677e+00;0.0000000000000000e+00;3.9964137446324370e-07;4.5808446057964516e-16;1.0245662410793166e-08;3.0743041276610523e-08;7.2032523294002161e-04;2.3568655971362896e-07;6.1077928077286021e-16;7.4804232878405954e-07
239000000;2.5599999427795410e+00;1.3393919467926025e+00;2.5661439895629883e+00;1.3445119857788086e+00;2.2753279209136963e+00;2.7811839580535889e+00;1.3424639701843262e+00;2.6787838935852051e+00;1.4684159755706787e+00;0.0000000000000000e+00;6.1099774638398177e-07;8.3881962525380826e-16;1.9475253714932579e-08;1.9475253714932579e-08;2.4490468103522266e-03;3.7974553948574080e-07;3.0197506509137097e-15;7.9113288926938593e-07
241000000;2.5825281143188477e+00;1.3465600013732910e+00;2.5876479148864746e+00;1.3547519445419312e+00;2.2937600612640381e+00;2.7801599502563477e+00;1.3516800403594971e+00;2.6961920261383057e+00;1.4807039499282837e+00;0.0000000000000000e+00;7.8462670714579965e-07;2.0214814862738234e-15;2.9329249699407622e-08;2.9329249699407622e-08;1.2926818282706491e-03;8.7506625790637818e-07;6.7382716209127446e-16;1.1463849101881140e-06
243000000;2.6040320396423340e+00;1.3619199991226196e+00;2.6112000942230225e+00;1.3670400381088257e+00;2.3183360099792480e+00;2.8047358989715576e+00;1.3629440069198608e+00;2.7197439670562744e+00;1.4868479967117310e+00;0.0000000000000000e+00;8.6920376055406210e-07;1.0081418617153724e-15;3.2866307320121074e-08;3.2866307320121074e-08;9.0471893737833836e-04;7.7899675376664375e-07;8.4011821809614372e-16;8.6920376055406210e-07
245000000;2.6234879493713379e+00;1.3742079734802246e+00;2.6316800117492676e+00;1.3803520202636719e+00;2.3511040210723877e+00;2.8231680393218994e+00;1.3742079734802246e+00;2.7371520996093750e+00;1.5063040256500244e+00;0.0000000000000000e+00;7.8323385797755243e-07;1.8214578418282982e-15;3.1012525122236806e-08;6.5985415205289712e-09;1.7240602823792612e-03;3.3190105826436303e-07;3.6429156836565963e-15;9.3367812454861552e-07
247000000;2.6439681053161621e+00;1.3854720592498779e+00;2.6552319526672363e+00;1.3905919790267944e+00;2.3377919197082520e+00;2.8528640270233154e+00;1.3864959478378296e+00;2.7617280483245850e+00;1.5155199766159058e+00;0.0000000000000000e+00;9.9722754894554472e-07;3.0125994460845303e-16;2.6801341679486861e-08;1.3633083623265555e-08;9.8374276627428677e-04;3.7754291134803726e-07;4.3682691968225689e-15;8.3548984773453511e-07
249000000;2.6675200462341309e+00;1.3987840414047241e+00;2.6757121086120605e+00;1.4039039611816406e+00;2.3971838951110840e+00;2.8999679088592529e+00;1.3998080492019653e+00;2.7873280048370361e+00;1.5237120389938354e+00;0.0000000000000000e+00;1.2162941586909532e-06;1.4879068361166353e-15;2.6305241428781909e-08;2.6305241428781909e-08;2.4213199934747412e-03;2.3996605859687563e-07;5.6209813808850671e-15;1.0387799586738482e-06
251000000;2.6900479793548584e+00;1.4110720157623291e+00;2.7002880573272705e+00;1.4120960235595703e+00;2.3848960399627686e+00;2.9214720726013184e+00;1.4131200313568115e+00;2.8078079223632812e+00;1.5411200523376465e+00;0.0000000000000000e+00;1.5141403447686801e-06;1.3165479811631090e-15;1.2155674673736169e-08;3.2020345034938652e-08;1.1837284684389768e-03;9.8402810826458231e-07;2.9622329576169950e-15;1.2490842265166312e-06
253000000;2.7105278968811035e+00;1.4223359823226929e+00;2.7197439670562744e+00;1.4264320135116577e+00;2.4053759574890137e+00;2.9030399322509766e+00;1.4233599901199341e+00;2.8282880783081055e+00;1.5534080266952515e+00;0.0000000000000000e+00;2.7209610976945820e-07;1.3821381091462672e-16;2.4715789097466576e-08;1.2385698260899023e-08;6.6045596216452688e-04;1.3109377558036950e-06;1.3821381091462671e-15;9.8935446041497222e-07
255000000;2.7299840450286865e+00;1.4325759410858154e+00;2.7392001152038574e+00;1.4366719722747803e+00;2.4176640510559082e+00;2.9562880992889404e+00;1.4325759410858154e+00;2.8528640270233154e+00;1.5626239776611328e+00;0.0000000000000000e+00;9.7376897790075616e-08;6.2955526467718952e-16;1.2879420514664576e-08;2.9369318123040941e-08;4.5838593479859016e-04;2.4061301131156852e-07;4.0921092204017316e-15;9.4235167054418594e-07
257000000;2.7545599937438965e+00;1.4438400268554688e+00;2.7607040405273438e+00;1.4499839544296265e+00;2.4350719451904297e+00;2.9644799232482910e+00;1.4448640346527100e+00;2.8743679523468018e+00;1.5820800065994263e+00;0.0000000000000000e+00;1.7211762321542620e-06;2.7737643419878315e-16;8.6498314047620264e-09;2.8579003394140148e-08;2.1099727912311747e-03;1.4978032233608490e-06;1.2481939538945242e-15;1.0510572057740228e-06
259000000;2.7740159034729004e+00;1.4581760168075562e+00;2.7832319736480713e+00;1.4602240324020386e+00;2.4719359874725342e+00;2.9655039310455322e+00;1.4581760168075562e+00;2.8928000926971436e+00;1.5943679809570312e+00;0.0000000000000000e+00;3.6328549408103763e-07;1.4554463411172778e-15;8.1096738434485051e-09;2.7407908180310408e-08;1.4251703866115066e-03;6.2925490204069315e-08;4.8955922383035711e-15;9.3156680646118019e-07
261000000;2.7914240360260010e+00;1.4684159755706787e+00;2.8037118911743164e+00;1.4735360145568848e+00;2.4913918972015381e+00;2.9829120635986328e+00;1.4684159755706787e+00;2.9265921115875244e+00;1.6025600433349609e+00;0.0000000000000000e+00;1.7449083057431299e-06;6.5825859093346693e-16;2.2091144488296741e-08;2.2091144488296741e-08;1.7861051354384142e-03;1.7449083057431299e-06;2.5013826455471744e-15;8.9674856963204511e-07
263000000;2.8180480003356934e+00;1.4786560535430908e+00;2.8252160549163818e+00;1.4847999811172485e+00;2.5098240375518799e+00;3.0044159889221191e+00;1.4796799421310425e+00;2.9378559589385986e+00;1.6128000020980835e+00;0.0000000000000000e+00;1.3261843155139450e-07;1.2407910011773228e-15;1.5413700982708268e-08;1.5413700982708268e-08;7.5231471123929296e-04;2.8065056408549723e-07;1.1029253343798425e-15;8.7277909422190824e-07
265000000;2.8385279178619385e+00;1.4899200201034546e+00;2.8487679958343506e+00;1.4940160512924194e+00;2.5200641155242920e+00;3.0730240345001221e+00;1.4899200201034546e+00;2.9655039310455322e+00;1.6261119842529297e+00;0.0000000000000000e+00;1.5536252734033905e-06;5.8406462738217546e-16;1.4211272444653075e-08;2.4984641201548012e-08;7.5881867691800838e-04;6.9131517318696647e-07;1.0221130979188070e-15;9.5491319995347924e-07
267000000;2.8600320816040039e+00;1.5022079944610596e+00;2.8671998977661133e+00;1.5042560100555420e+00;2.5262079238891602e+00;3.0740480422973633e+00;1.5011839866638184e+00;2.9839360713958740e+00;1.6394239664077759e+00;0.0000000000000000e+00;5.6890948898545123e-07;3.8395514381165926e-16;1.9217893718100166e-08;1.9217893718100166e-08;3.1767224850883863e-04;1.5664079253493793e-07;2.1757458149327361e-15;5.9918515095766989e-07
269000000;2.8805119991302490e+00;1.5134719610214233e+00;2.8897280693054199e+00;1.5175679922103882e+00;2.5559039115905762e+00;3.1303679943084717e+00;1.5144959688186646e+00;3.0126080513000488e+00;1.6527359485626221e+00;0.0000000000000000e+00;4.1392958993499932e-07;7.8727305128619769e-16;8.7344111020443862e-09;8.7344111020443862e-09;5.0220401164328282e-04;6.2526159045352121e-07;7.8727305128619769e-16;9.0703759114488366e-07
271000000;2.9040639400482178e+00;1.5216640233993530e+00;2.9132800102233887e+00;1.5288319587707520e+00;2.5845758914947510e+00;3.0924799442291260e+00;1.5267839431762695e+00;3.0310399532318115e+00;1.6619520187377930e+00;0.0000000000000000e+00;3.7434449210683170e-07;1.0046124731964584e-15;3.0165918911836970e-08;3.7252482924607801e-08;1.4568814977666599e-03;1.5204573233263929e-06;4.1440264519353908e-15;8.3918674094917434e-07
273000000;2.9245440959930420e+00;1.5349760055541992e+00;2.9347839355468750e+00;1.5390720367431641e+00;2.6030080318450928e+00;3.1764481067657471e+00;1.5360000133514404e+00;3.0484480857849121e+00;1.6762880086898804e+00;0.0000000000000000e+00;1.5723490015550581e-08;1.5697943574625824e-15;1.5723490015550581e-08;1.5723490015550581e-08;1.2171963022499573e-03;7.1803759696837609e-07;1.3081619645521520e-15;9.6751625971840512e-07
275000000;2.9460480213165283e+00;1.5472639799118042e+00;2.9542400836944580e+00;1.5513600111007690e+00;2.6204159259796143e+00;3.1733760833740234e+00;1.5482879877090454e+00;3.0760960578918457e+00;1.6875519752502441e+00;0.0000000000000000e+00;1.9780580167399479e-07;5.2918283299455705e-16;1.5271350949403844e-08;1.5271350949403844e-08;1.5579643856156991e-03;5.5293438937965917e-07;2.6459141649727852e-15;1.1211401297087221e-06
277000000;2.9675519466400146e+00;1.5575040578842163e+00;2.9788160324096680e+00;1.5646719932556152e+00;2.6378240585327148e+00;3.2215039730072021e+00;1.5605759620666504e+00;3.0935039520263672e+00;1.7008639574050903e+00;0.0000000000000000e+00;1.6791372338887851e-06;4.0857122294065645e-16;2.5461383690242201e-09;3.4012195810493375e-08;9.1512567504331533e-04;7.5662806728059406e-08;8.1714244588131289e-16;1.0261794953955168e-06
279000000;2.9890561103820801e+00;1.5687680244445801e+00;3.0023679733276367e+00;1.5738879442214966e+00;2.6634240150451660e+00;3.2491519451141357e+00;1.5708160400390625e+00;3.1201279163360596e+00;1.7141760587692261e+00;0.0000000000000000e+00;1.5380894203349792e-06;5.4195113379988752e-16;1.0560973156436100e-08;1.0560973156436100e-08;1.3024831502673943e-03;1.2471316208723997e-06;4.0646335034991566e-16;9.3505187509694776e-07
281000000;3.0115840435028076e+00;1.5800319910049438e+00;3.0228478908538818e+00;1.5851520299911499e+00;2.6787838935852051e+00;3.2337920665740967e+00;1.5810559988021851e+00;3.1436800956726074e+00;1.7244160175323486e+00;0.0000000000000000e+00;2.8831452450351796e-07;5.3269724093237390e-16;2.3248709442706253e-09;3.3423835750635290e-08;1.9555949261671887e-03;7.1729900484238897e-07;1.0653944818647478e-15;1.0747860717914481e-06
283000000;3.0320639610290527e+00;1.5933439731597900e+00;3.0443520545959473e+00;1.5964159965515137e+00;2.7125759124755859e+00;3.2665600776672363e+00;1.5933439731597900e+00;3.1682560443878174e+00;1.7346559762954712e+00;0.0000000000000000e+00;2.2753579090787703e-07;6.3222963342237373e-16;4.4004769003239317e-08;2.3880370974539770e-08;1.2173402104525093e-03;7.2285616878103026e-07;4.9313911406945152e-15;8.5862644873658836e-07
285000000;3.0535678863525391e+00;1.6035840511322021e+00;3.0627839565277100e+00;1.6066559553146362e+00;2.7381761074066162e+00;3.2819199562072754e+00;1.6056319475173950e+00;3.1846399307250977e+00;1.7448960542678833e+00;0.0000000000000000e+00;2.9543789430807805e-07;4.1754038576503593e-16;3.4491559619308442e-09;3.3911725321820263e-08;1.0190519487396333e-03;3.7015965687558023e-07;1.8093416716484890e-15;1.1242755944744642e-06
287000000;3.0750720500946045e+00;1.6138240098953247e+00;3.0863358974456787e+00;1.6179200410842896e+00;2.7504639625549316e+00;3.3116159439086914e+00;1.6148480176925659e+00;3.2102398872375488e+00;1.7602560520172119e+00;0.0000000000000000e+00;1.7309674517456675e-07;2.1732368802441883e-15;2.7253286938475221e-08;9.2075776205476576e-09;1.1893261486283879e-03;1.0017501605652099e-07;1.0866184401220942e-15;9.7523576547307005e-07
289000000;3.0924799442291260e+00;1.6261119842529297e+00;3.1057920455932617e+00;1.6312320232391357e+00;2.7545599937438965e+00;3.3628160953521729e+00;1.6271359920501709e+00;3.2337920665740967e+00;1.7776639461517334e+00;0.0000000000000000e+00;1.5152451719070640e-06;4.5066111185158819e-15;2.4416550691911537e-08;1.2242061750921217e-08;5.7712877774926700e-04;4.1548679862208149e-07;6.8281986644180033e-16;9.0422324931989768e-07
291000000;3.1180799007415771e+00;1.6373759508132935e+00;3.1272959709167480e+00;1.6414719820022583e+00;2.7699201107025146e+00;3.3822720050811768e+00;1.6394239664077759e+00;3.2522239685058594e+00;1.7889280319213867e+00;0.0000000000000000e+00;8.8282636591788023e-07;7.8748648051767295e-16;4.7286521045144985e-08;3.7269195951493676e-08;2.5401755634919736e-03;3.7549206393804833e-07;1.7324702571388805e-15;1.2310665589980862e-06
293000000;3.1385600566864014e+00;1.6496640443801880e+00;3.1518719196319580e+00;1.6547839641571045e+00;2.7822079658508301e+00;3.3955841064453125e+00;1.6496640443801880e+00;3.2716801166534424e+00;1.8001919984817505e+00;0.0000000000000000e+00;2.2561652482292403e-07;1.7808380477970427e-15;3.5132606134829951e-08;8.3255823581290443e-09;3.2537978282914216e-04;1.2204898312074794e-07;4.5330423034833814e-15;1.1650455069517639e-06
295000000;3.1621119976043701e+00;1.6599040031433105e+00;3.1723520755767822e+00;1.6629760265350342e+00;2.8293120861053467e+00;3.3955841064453125e+00;1.6629760265350342e+00;3.3034238815307617e+00;1.8145279884338379e+00;0.0000000000000000e+00;5.8726442256343920e-07;2.4291625104014104e-15;2.8344411553975735e-08;1.8232256030146223e-08;1.8493448186835924e-03;2.1465108189046357e-07;5.8993946681177114e-15;9.5987776323641476e-07
297000000;3.1815679073333740e+00;1.6732159852981567e+00;3.1918079853057861e+00;1.6762880086898804e+00;2.8508160114288330e+00;3.4539520740509033e+00;1.6732159852981567e+00;3.3228800296783447e+00;1.8247679471969604e+00;0.0000000000000000e+00;6.2435984157045437e-07;2.2639005495476367e-15;1.6648665213983897e-08;1.6648665213983897e-08;1.0070953530839451e-03;5.9106251114248661e-07;1.6979254121607277e-15;1.5026292756771923e-06
299000000;3.2051200866699219e+00;1.6814080476760864e+00;3.2143359184265137e+00;1.6865279674530029e+00;2.8651518821716309e+00;3.4406399726867676e+00;1.6844799518585205e+00;3.3484799861907959e+00;1.8391040563583374e+00;0.0000000000000000e+00;1.0742182226922464e-06;0.0000000000000000e+00;2.4473856986242367e-08;2.8013361299057833e-08;2.4573221118241984e-03;2.7538092078218526e-06;4.4971928766440771e-15;1.1791926592628466e-06
301000000;3.2256000041961670e+00;1.6916480064392090e+00;3.2327680587768555e+00;1.6977920532226562e+00;2.8712959289550781e+00;3.4508800506591797e+00;1.6967680454254150e+00;3.3658881187438965e+00;1.8462719917297363e+00;0.0000000000000000e+00;8.8266527328288461e-07;2.5546367830899388e-15;3.8659008934428243e-08;1.4091382587350277e-08;9.1264861510087752e-04;1.4415979197798530e-07;1.1790631306568948e-15;1.4101691885006698e-06
303000000;3.2460799217224121e+00;1.7059839963912964e+00;3.2563199996948242e+00;1.7100800275802612e+00;2.9091839790344238e+00;3.5184640884399414e+00;1.7070080041885376e+00;3.3894400596618652e+00;1.8647040128707886e+00;0.0000000000000000e+00;1.0533946104112318e-06;1.8406240446372340e-15;6.5217100917711308e-08;2.4617218127154182e-08;2.0887623693302947e-03;1.5025662056355592e-06;6.6931783441353960e-16;1.3228975675458283e-06
305000000;3.2665600776672363e+00;1.7151999473571777e+00;3.2747519016265869e+00;1.7223680019378662e+00;2.9306879043579102e+00;3.5266559123992920e+00;1.7203199863433838e+00;3.4119679927825928e+00;1.8759679794311523e+00;0.0000000000000000e+00;1.0494556871843740e-06;3.3016639763456489e-16;7.4543644630344755e-08;1.4084722874566996e-08;9.6402483807379966e-04;1.4084722874566996e-08;1.3206655905382595e-15;1.3153407896991092e-06
307000000;3.2890880107879639e+00;1.7274880409240723e+00;3.3024001121520996e+00;1.7336319684982300e+00;2.9419519901275635e+00;3.5348479747772217e+00;1.7295360565185547e+00;3.4314239025115967e+00;1.8903039693832397e+00;0.0000000000000000e+00;1.0947623576614724e-06;1.3692461969689696e-15;7.9003241174211305e-09;3.8043954290032762e-08;3.4659573598171475e-04;9.1098524403165678e-07;5.6481405624969998e-15;1.2024515627112224e-06
309000000;3.3116159439086914e+00;1.7356799840927124e+00;3.3259520530700684e+00;1.7438720464706421e+00;2.9808640480041504e+00;3.5911679267883301e+00;1.7428480386734009e+00;3.4570240974426270e+00;1.8974720239639282e+00;0.0000000000000000e+00;1.6307236672935586e-06;3.2528898070881013e-15;2.8339154204989834e-08;1.5320393729182494e-08;1.4160254385427403e-03;1.1068090920834906e-06;5.6925571624041775e-15;1.1634874004934704e-06
311000000;3.3320960998535156e+00;1.7500159740447998e+00;3.3413119316101074e+00;1.7541120052337646e+00;2.9798400402069092e+00;3.6126720905303955e+00;1.7520639896392822e+00;3.4754559993743896e+00;1.9118080139160156e+00;0.0000000000000000e+00;5.1522693959883297e-07;4.0224128119223729e-15;4.5766845082039742e-08;4.8125173821318908e-08;3.1642091622170079e-03;2.2991752987626472e-06;4.8968503797315844e-15;1.2663630908257021e-06
313000000;3.3536000251770020e+00;1.7602560520172119e+00;3.3607680797576904e+00;1.7643519639968872e+00;2.9992959499359131e+00;3.6362240314483643e+00;1.7663999795913696e+00;3.5031039714813232e+00;1.9261440038681030e+00;0.0000000000000000e+00;1.2161626544263345e-06;1.4765765434437270e-15;2.7066161151672364e-08;2.2479526068105222e-08;3.1629696059494493e-03;1.2161626544263345e-06;2.3994368830960566e-15;1.0179799055472240e-06
315000000;3.3761279582977295e+00;1.7756160497665405e+00;3.3843200206756592e+00;1.7786879539489746e+00;3.0197761058807373e+00;3.6014080047607422e+00;1.7766400575637817e+00;3.5266559123992920e+00;1.9394559860229492e+00;0.0000000000000000e+00;2.3739999193688958e-06;1.3286849651308951e-15;5.5669915149732222e-08;3.3496623474081761e-08;7.4127493220323972e-04;1.4823345331307560e-06;1.4947705857722571e-15;1.3040014558831280e-06
317000000;3.3976318836212158e+00;1.7817599773406982e+00;3.4088959693908691e+00;1.7909760475158691e+00;3.0412800312042236e+00;3.6474881172180176e+00;1.7879040241241455e+00;3.5440640449523926e+00;1.9507199525833130e+00;0.0000000000000000e+00;1.8169653865558996e-07;3.5140604502629179e-16;6.9631452199883844e-09;6.9631452199883844e-09;1.6069158205554584e-03;1.4079844838468492e-06;1.7570302251314590e-16;1.2193247999712708e-06
319000000;3.4191360473632812e+00;1.7981439828872681e+00;3.4283521175384521e+00;1.7991679906845093e+00;3.0576639175415039e+00;3.7038080692291260e+00;1.8022400140762329e+00;3.5645439624786377e+00;1.9660799503326416e+00;0.0000000000000000e+00;4.4809980957896734e-07;0.0000000000000000e+00;5.7495766829010785e-08;4.0155243858478347e-08;1.6535647192151119e-03;9.3635486301641296e-07;5.4566754412365590e-16;1.5222609271413478e-06
