Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;DOT Acc<fp64, posit32>;DOT Acc<fp64, posit16>;DOT Acc<fp32, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
321000000;3.4385919570922852e+00;1.8073600530624390e+00;3.4488320350646973e+00;1.8124799728393555e+00;3.0535678863525391e+00;3.7099521160125732e+00;1.8145279884338379e+00;3.5901439189910889e+00;1.9804160594940186e+00;0.0000000000000000e+00;1.4662924717497768e-06;6.3165486893939814e-16;3.2150723294087755e-09;5.9734593255531303e-08;3.6069660015356168e-03;4.4894109507957144e-07;1.6844129838383950e-15;1.8054095973065121e-06
323000000;3.4631679058074951e+00;1.8176000118255615e+00;3.4713599681854248e+00;1.8237440586090088e+00;3.0894079208374023e+00;3.7468159198760986e+00;1.8237440586090088e+00;3.6055040359497070e+00;1.9875839948654175e+00;0.0000000000000000e+00;7.5892715980518338e-07;4.0048285570355588e-16;6.4005738684197401e-09;4.7351325127063372e-08;3.0802999232612868e-03;4.3641576583228465e-07;0.0000000000000000e+00;1.4039499477509807e-06
325000000;3.4846720695495605e+00;1.8288639783859253e+00;3.4928638935089111e+00;1.8370560407638550e+00;3.1191039085388184e+00;3.7201919555664062e+00;1.8319360017776489e+00;3.6341760158538818e+00;1.9988479614257812e+00;0.0000000000000000e+00;1.8724034957144856e-06;2.9847795560276180e-15;7.3418110012624382e-08;4.1041984441911501e-08;2.3328522270623380e-03;3.8442226780551914e-07;8.5279415886503371e-16;1.2180190545579833e-06
327000000;3.5051519870758057e+00;1.8411519527435303e+00;3.5133440494537354e+00;1.8462719917297363e+00;3.1303679943084717e+00;3.7560319900512695e+00;1.8462719917297363e+00;3.6536319255828857e+00;2.0090880393981934e+00;0.0000000000000000e+00;5.7835066151169769e-07;7.5265747095546502e-16;7.3250782942355086e-08;2.7769192771513422e-08;3.1278561400290841e-04;6.3388904705472453e-07;7.5265747095546502e-16;1.1844705157949088e-06
329000000;3.5276799201965332e+00;1.8544640541076660e+00;3.5368959903717041e+00;1.8575359582901001e+00;3.1498239040374756e+00;3.7611520290374756e+00;1.8585599660873413e+00;3.6812798976898193e+00;2.0223999023437500e+00;0.0000000000000000e+00;3.1683767922658906e-07;0.0000000000000000e+00;2.7666857930337165e-08;2.0528278952371489e-08;1.9087889245186286e-03;1.5699112381770141e-06;5.7453080275903524e-15;1.0879598693499275e-06
331000000;3.5491840839385986e+00;1.8657280206680298e+00;3.5614719390869141e+00;1.8667520284652710e+00;3.1528959274291992e+00;3.8297600746154785e+00;1.8688000440597534e+00;3.6986880302429199e+00;2.0326399803161621e+00;0.0000000000000000e+00;1.0171678470732822e-06;5.5745636326027106e-16;1.9560826594132216e-08;1.9560826594132216e-08;2.9676011646459217e-03;6.1812503888162222e-07;3.1589193918082027e-15;1.4768497041245929e-06
333000000;3.5686399936676025e+00;1.8728959560394287e+00;3.5840001106262207e+00;1.8821120262145996e+00;3.1948800086975098e+00;3.8789119720458984e+00;1.8769919872283936e+00;3.7283840179443359e+00;2.0439040660858154e+00;0.0000000000000000e+00;9.7927018903721763e-07;3.6590159944112809e-16;2.9394379338679520e-09;5.2049919282422229e-08;2.2636032457554979e-03;5.8638633824878343e-07;7.3180319888225617e-16;1.6668169279169775e-06
335000000;3.5891199111938477e+00;1.8872319459915161e+00;3.6075520515441895e+00;1.8933759927749634e+00;3.2450559139251709e+00;3.8543360233306885e+00;1.8913279771804810e+00;3.7468159198760986e+00;2.0633599758148193e+00;0.0000000000000000e+00;1.2503342347704449e-06;5.8966038808612013e-16;1.5951806517832183e-08;3.6810111869179361e-08;6.9433089416655401e-04;7.5461866393599373e-07;9.8276731347686685e-16;1.7043331949022015e-06
337000000;3.6147201061248779e+00;1.8974720239639282e+00;3.6270079612731934e+00;1.9036159515380859e+00;3.2235519886016846e+00;3.8645761013031006e+00;1.9005440473556519e+00;3.7652480602264404e+00;2.0746240615844727e+00;0.0000000000000000e+00;2.0620201109298066e-07;1.0154132190637214e-15;1.1856317297257669e-08;4.2658264800301917e-08;3.2257249955594982e-03;1.4292354518338069e-06;0.0000000000000000e+00;2.0834104370045218e-06
339000000;3.6362240314483643e+00;1.9087359905242920e+00;3.6454401016235352e+00;1.9138560295104980e+00;3.2440319061279297e+00;3.8993918895721436e+00;1.9107840061187744e+00;3.7888000011444092e+00;2.0838398933410645e+00;0.0000000000000000e+00;1.3444276654335831e-06;1.1124697848326255e-16;3.0471795931405132e-08;1.4322154165260028e-08;9.1191462690537570e-04;2.0842927125080905e-07;5.5623489241631278e-16;1.8222297997980114e-06
341000000;3.6567039489746094e+00;1.9220479726791382e+00;3.6669440269470215e+00;1.9251199960708618e+00;3.3003520965576172e+00;3.9557120800018311e+00;1.9251199960708618e+00;3.8164479732513428e+00;2.0951039791107178e+00;0.0000000000000000e+00;1.9028813616608116e-06;6.0258118170750817e-16;2.6533171912195286e-08;5.8176589455394757e-09;3.5207990988367295e-04;1.5793730530834639e-06;4.8206494536600654e-15;1.7734780382298725e-06
343000000;3.6782081127166748e+00;1.9333120584487915e+00;3.6894719600677490e+00;1.9384319782257080e+00;3.3259520530700684e+00;3.8901760578155518e+00;1.9353599548339844e+00;3.8328320980072021e+00;2.1104640960693359e+00;0.0000000000000000e+00;1.0950917636024177e-06;1.7220362690871151e-15;4.7312423682957192e-08;1.4321655135834599e-08;2.8538010658614183e-04;1.4032621576963765e-06;1.1365439375974959e-14;2.0812370247030862e-06
345000000;3.6997120380401611e+00;1.9435520172119141e+00;3.7109758853912354e+00;1.9496959447860718e+00;3.3064959049224854e+00;3.9639039039611816e+00;1.9486720561981201e+00;3.8645761013031006e+00;2.1145598888397217e+00;0.0000000000000000e+00;1.2215630841670543e-07;3.4926354795249136e-15;5.9304439503562077e-08;1.6304205463216055e-08;1.0542276409772507e-03;1.1480689270251672e-06;6.7599396377901553e-16;1.9948857506530822e-06
347000000;3.7201919555664062e+00;1.9548159837722778e+00;3.7365760803222656e+00;1.9609600305557251e+00;3.3239040374755859e+00;3.9874560832977295e+00;1.9558399915695190e+00;3.8778879642486572e+00;2.1329920291900635e+00;0.0000000000000000e+00;2.1316928560582756e-06;6.8955149292912491e-16;1.5467949444685343e-08;2.1552064443296738e-08;4.2882437292893975e-04;5.0281224498706383e-07;0.0000000000000000e+00;2.1626287549476462e-06
349000000;3.7416958808898926e+00;1.9650559425354004e+00;3.7539839744567871e+00;1.9681279659271240e+00;3.3484799861907959e+00;4.0652799606323242e+00;1.9660799503326416e+00;3.9024639129638672e+00;2.1432321071624756e+00;0.0000000000000000e+00;1.6682868463266982e-06;5.6431595369343296e-16;7.3760872787674645e-08;2.0915633685932580e-08;1.0401559510540297e-03;6.8365117900118315e-07;5.2199225716642545e-15;2.1187734126175904e-06
351000000;3.7621760368347168e+00;1.9773440361022949e+00;3.7775359153747559e+00;1.9824639558792114e+00;3.3658881187438965e+00;4.0304641723632812e+00;1.9783680438995361e+00;3.9188480377197266e+00;2.1585919857025146e+00;0.0000000000000000e+00;9.3683587087818339e-07;3.1035220726722525e-15;2.0430971815958018e-08;2.1223796323234043e-08;8.6140017414667593e-04;6.0359772576464685e-07;2.6379937617714146e-15;2.5197170601674820e-06
353000000;3.7888000011444092e+00;1.9845119714736938e+00;3.7969920635223389e+00;1.9937280416488647e+00;3.3822720050811768e+00;4.0714240074157715e+00;1.9896320104598999e+00;3.9485440254211426e+00;2.1667840480804443e+00;0.0000000000000000e+00;2.1517612379639437e-07;3.1162038218281683e-16;4.7876205016116960e-08;1.4861264526487074e-08;8.9023864158423020e-04;2.2227751491597234e-06;3.4278242040109852e-15;2.9756247836709718e-06
355000000;3.8062078952789307e+00;1.9967999458312988e+00;3.8225920200347900e+00;2.0060160160064697e+00;3.3955841064453125e+00;4.0796160697937012e+00;1.9988479614257812e+00;3.9741439819335938e+00;2.1831679344177246e+00;0.0000000000000000e+00;5.2427241343313376e-06;3.9772490691409071e-16;1.1807773032934626e-07;1.5376603108205599e-08;1.1995829981398868e-03;3.7480355998307568e-06;1.9886245345704535e-16;6.8441761355819599e-06
357000000;3.8256640434265137e+00;2.0142080783843994e+00;3.8430719375610352e+00;2.0152320861816406e+00;3.4191360473632812e+00;4.1031680107116699e+00;2.0152320861816406e+00;3.9874560832977295e+00;2.1923840045928955e+00;0.0000000000000000e+00;3.4835693519174772e-06;1.5328289703824408e-14;1.6232875623739211e-07;1.9966149170351348e-08;1.2443536998563051e-04;1.4123509647476330e-06;6.4029564585595629e-15;5.4749231424059162e-06
359000000;3.8451199531555176e+00;2.0234239101409912e+00;3.8574080467224121e+00;2.0213758945465088e+00;3.4385919570922852e+00;4.1175041198730469e+00;2.0234239101409912e+00;4.0058879852294922e+00;2.2067201137542725e+00;0.0000000000000000e+00;1.0192139495731459e-06;1.9971867306900705e-15;1.2960547350529311e-07;4.4234591871914442e-09;8.9277992704392165e-05;1.7085056034202096e-06;1.2839057554436167e-15;3.9590035504334235e-06
361000000;3.8717439174652100e+00;2.0295679569244385e+00;3.8830080032348633e+00;2.0398080348968506e+00;3.4416639804840088e+00;4.1687040328979492e+00;2.0326399803161621e+00;4.0376319885253906e+00;2.2190079689025879e+00;0.0000000000000000e+00;1.0855579344252888e-06;5.0107447054869857e-16;8.0162066836097965e-08;9.5087024917010214e-09;9.6719842667213160e-04;1.3355528374252839e-06;1.5032234116460957e-14;5.1913959185206404e-06
363000000;3.8922240734100342e+00;2.0439040660858154e+00;3.9086079597473145e+00;2.0480000972747803e+00;3.4867200851440430e+00;4.2495999336242676e+00;2.0449280738830566e+00;4.0581121444702148e+00;2.2364161014556885e+00;0.0000000000000000e+00;6.1328732047648534e-07;3.6627649985921107e-15;1.2167932416752903e-07;1.8780103349315610e-08;9.0685340565472541e-05;3.2820164432965337e-06;3.1395128559360950e-15;4.6866107184649799e-06
365000000;3.9168000221252441e+00;2.0572159290313721e+00;3.9280641078948975e+00;2.0602879524230957e+00;3.5102720260620117e+00;4.1922559738159180e+00;2.0551679134368896e+00;4.0837121009826660e+00;2.2507519721984863e+00;0.0000000000000000e+00;1.8319465438840998e-07;1.7929654732699030e-15;1.0914919217156964e-07;2.0430366707900972e-08;3.5545716037309577e-04;3.0748056831525652e-06;7.8614639981834212e-15;5.2923315473503941e-06
367000000;3.9372799396514893e+00;2.0623359680175781e+00;3.9516160488128662e+00;2.0705280303955078e+00;3.5143680572509766e+00;4.2526721954345703e+00;2.0674560070037842e+00;4.0949759483337402e+00;2.2609920501708984e+00;0.0000000000000000e+00;4.8963761098552787e-06;2.8296469930346062e-15;2.4537982235210951e-07;1.7550878726677391e-08;5.7726729783603233e-04;1.1907861471956263e-05;2.5031492630690745e-14;7.9580137206631917e-06
369000000;3.9577600955963135e+00;2.0797441005706787e+00;3.9679999351501465e+00;2.0838398933410645e+00;3.5491840839385986e+00;4.2567682266235352e+00;2.0828158855438232e+00;4.1195521354675293e+00;2.2681601047515869e+00;0.0000000000000000e+00;4.4401383883899892e-06;5.9930305093741030e-15;1.8499450972654141e-07;1.6098224974177289e-08;5.7528620349379730e-05;5.3450556945432229e-06;2.1724735596481125e-14;7.2232402242516966e-06
371000000;3.9813120365142822e+00;2.0889599323272705e+00;3.9925758838653564e+00;2.0961279869079590e+00;3.5840001106262207e+00;4.2383360862731934e+00;2.0910079479217529e+00;4.1431040763854980e+00;2.2814719676971436e+00;0.0000000000000000e+00;1.5592940953517085e-06;6.9159047316163533e-15;1.3805359862222828e-07;2.1072747687828286e-08;6.0167778814601178e-04;3.4266647556967307e-06;1.5214990409555977e-14;5.7605178349108936e-06
373000000;4.0007681846618652e+00;2.1012480258941650e+00;4.0161280632019043e+00;2.1053440570831299e+00;3.5686399936676025e+00;4.2813439369201660e+00;2.1053440570831299e+00;4.1748480796813965e+00;2.2978560924530029e+00;0.0000000000000000e+00;5.3747151156512845e-07;9.8820862025540329e-15;2.9260668239461460e-07;1.3474354068527726e-08;2.9176337500502964e-04;3.6036619539342240e-07;2.3108878504434047e-14;8.3731460450215718e-06
375000000;4.0202240943908691e+00;2.1073920726776123e+00;4.0355839729309082e+00;2.1166079044342041e+00;3.6055040359497070e+00;4.3745279312133789e+00;2.1145598888397217e+00;4.1881599426269531e+00;2.3050239086151123e+00;0.0000000000000000e+00;9.6577779275233450e-07;1.3805663892358938e-14;4.6676645419802613e-07;1.5938672491769276e-08;6.0384486696208756e-05;9.0349326027623176e-07;1.7982167254753239e-14;1.1055136975135473e-05
377000000;4.0427517890930176e+00;2.1237759590148926e+00;4.0611839294433594e+00;2.1278719902038574e+00;3.6188158988952637e+00;4.3223037719726562e+00;2.1268479824066162e+00;4.2127361297607422e+00;2.3162879943847656e+00;0.0000000000000000e+00;2.8116270433462851e-05;2.7234183940330358e-14;1.3679998231563574e-06;1.3384832441478762e-08;3.0308891701686094e-03;4.6349818244990108e-05;7.6896519360932775e-14;3.7835095446210871e-05
379000000;4.0673279762268066e+00;2.1340160369873047e+00;4.0816640853881836e+00;2.1370880603790283e+00;3.6433920860290527e+00;4.3325438499450684e+00;2.1350400447845459e+00;4.2373118400573730e+00;2.3296000957489014e+00;0.0000000000000000e+00;9.8520564362338142e-06;5.9057068355201962e-15;3.4024979186272887e-07;9.9787278220661815e-09;1.4604025697028244e-03;1.1965791246094056e-05;8.2023706048891610e-15;1.1965791246094056e-05
381000000;4.0898561477661133e+00;2.1452798843383789e+00;4.0990719795227051e+00;2.1483519077301025e+00;3.6915199756622314e+00;4.4042239189147949e+00;2.1483519077301025e+00;4.2639360427856445e+00;2.3439359664916992e+00;0.0000000000000000e+00;1.5656256353563173e-06;8.1971055870758658e-15;2.4291719435342888e-07;1.6849340639710592e-08;1.4297151697969369e-03;1.8103209801018755e-06;2.1671799702817018e-14;8.4416446890376121e-06
383000000;4.1103358268737793e+00;2.1575679779052734e+00;4.1216001510620117e+00;2.1647360324859619e+00;3.6823039054870605e+00;4.4318718910217285e+00;2.1585919857025146e+00;4.2874879837036133e+00;2.3644158840179443e+00;0.0000000000000000e+00;9.8471469347212760e-07;5.6225876566459884e-15;3.0897263353793296e-07;2.8673712685753186e-08;2.3856096661746878e-03;1.6026599605479936e-06;2.1847769180110126e-14;9.1922922790070148e-06
385000000;4.1318402290344238e+00;2.1647360324859619e+00;4.1431040763854980e+00;2.1719040870666504e+00;3.6997120380401611e+00;4.4175357818603516e+00;2.1719040870666504e+00;4.2977280616760254e+00;2.3695359230041504e+00;0.0000000000000000e+00;1.1715632655586269e-06;5.8254802223999603e-15;2.8795114503236016e-07;9.9484001578864328e-09;1.3607638838744882e-03;3.8324861421819004e-06;1.3722242301653239e-14;8.4195314326107168e-06
387000000;4.1564159393310547e+00;2.1790719032287598e+00;4.1697278022766113e+00;2.1862399578094482e+00;3.7007360458374023e+00;4.4820480346679688e+00;2.1841919422149658e+00;4.3315200805664062e+00;2.3859200477600098e+00;0.0000000000000000e+00;1.6892399072550758e-06;2.8328669807984276e-14;4.5559633314432453e-07;1.6879829426265365e-08;2.2086619983807086e-03;2.4041853207215424e-06;5.0604205041612937e-14;1.6509370617345896e-05
389000000;4.1738238334655762e+00;2.1893119812011719e+00;4.1840639114379883e+00;2.1913599967956543e+00;3.7396481037139893e+00;4.4974079132080078e+00;2.1944320201873779e+00;4.3550720214843750e+00;2.3951361179351807e+00;0.0000000000000000e+00;8.4284793541221694e-06;1.7355603319331410e-14;5.0475016597377902e-07;9.5170917145046828e-09;2.2909760605808308e-03;2.3565964853020285e-06;5.3980026071936272e-14;1.7159255033656041e-05
391000000;4.1963520050048828e+00;2.1985280513763428e+00;4.2086400985717773e+00;2.2036480903625488e+00;3.7560319900512695e+00;4.4830718040466309e+00;2.2056961059570312e+00;4.3735041618347168e+00;2.4094719886779785e+00;0.0000000000000000e+00;3.9188998271211276e-06;3.7694892900252050e-13;6.3334725334364674e-06;5.1108491844789135e-08;1.3147646062168152e-02;1.4852941962117006e-04;9.9218936158152425e-13;1.8151531330296407e-04
393000000;4.2147841453552246e+00;2.2108159065246582e+00;4.2362880706787109e+00;2.2159359455108643e+00;3.7724161148071289e+00;4.5086722373962402e+00;2.2128639221191406e+00;4.3970561027526855e+00;2.4197120666503906e+00;0.0000000000000000e+00;3.5882703562895714e-06;3.9816688984617126e-15;1.8747592683633844e-07;1.7436205363676806e-08;1.8407945867020532e-03;1.7421248088721020e-06;1.3935841144615994e-14;6.1145747895976874e-06
395000000;4.2393598556518555e+00;2.2220799922943115e+00;4.2516479492187500e+00;2.2272000312805176e+00;3.7969920635223389e+00;4.5127677917480469e+00;2.2220799922943115e+00;4.4206080436706543e+00;2.4279038906097412e+00;0.0000000000000000e+00;1.4207218383139227e-06;6.0832166511235849e-15;1.5592054097408642e-07;1.5148899966228462e-08;1.7889693171560268e-03;7.4501796147620457e-07;1.9508246501879083e-14;6.6877246837386960e-06
