Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
211000000;0.0000000000000000e+00;1.1401297374423679e-06;3.4516883853513718e-15;3.0687894007270748e-08;1.8608513175509555e-06;3.3890097825820611e-15;9.6272047955391653e-07
213000000;0.0000000000000000e+00;1.1938871753540649e-06;1.6160170528217029e-15;2.0583155499970392e-08;8.4219296663577632e-07;1.6491323995001744e-15;1.1573702355227494e-06
215000000;0.0000000000000000e+00;1.4890382910577009e-06;5.3178125499378408e-16;2.4043853793383273e-08;6.8583753999768599e-07;2.8637234900776670e-15;7.1034308102146858e-07
217000000;0.0000000000000000e+00;1.3817549974446611e-06;1.3570522153899649e-15;2.8857727358997585e-08;1.1184435769636205e-06;3.0626463992301538e-15;6.5648510599247534e-07
219000000;0.0000000000000000e+00;4.0676500732609353e-07;2.0491184714460167e-15;2.1309489390271684e-08;8.3650628131093497e-07;1.8520063074718662e-15;4.7093782619901643e-07
221000000;0.0000000000000000e+00;1.2773412592687241e-06;1.0415610092380051e-15;3.5181000379059204e-08;1.3712990553095291e-06;1.7553108838017628e-15;5.8367148564780055e-07
223000000;0.0000000000000000e+00;8.0295984865515861e-07;1.4362802424154543e-15;2.4277550353914138e-08;1.0726160020113982e-06;2.5060380924669167e-15;5.4164189545814971e-07
225000000;0.0000000000000000e+00;7.5670000298118656e-07;9.5112819745984961e-16;4.5387951307887222e-09;7.6860303293952823e-07;1.3470854601586462e-15;7.0435833532446120e-07
227000000;0.0000000000000000e+00;1.1999786063784688e-06;2.0399775495983441e-15;2.8875580668643019e-08;8.1623613923936011e-07;1.0300926690938146e-15;6.7603134477231019e-07
229000000;0.0000000000000000e+00;5.9716416141766749e-07;1.0694353682534639e-15;2.5055126856556756e-08;5.0193306602307011e-07;2.1336827527463600e-15;5.3827081751200856e-07
231000000;0.0000000000000000e+00;6.4157421882722846e-07;1.4549186790383587e-15;3.5947690663361402e-08;9.7459505003703948e-07;1.3648004633434112e-15;4.6237410701824297e-07
233000000;0.0000000000000000e+00;6.9501919471839350e-07;1.2834931166883139e-15;2.6137687608941017e-08;1.0671517101352437e-06;1.3380121721153986e-15;5.7127005316794359e-07
235000000;0.0000000000000000e+00;6.5182928398452214e-07;1.3765041236932170e-15;3.2383165458107442e-08;4.9047759859653879e-07;2.5399007755961662e-15;6.3520188855873146e-07
237000000;0.0000000000000000e+00;7.0730911629264609e-07;1.1911978591038387e-15;2.1949249812052588e-08;6.1727116700519074e-07;1.1505578698674728e-15;7.0564324762453829e-07
239000000;0.0000000000000000e+00;6.1204423688953958e-07;1.1817113428986737e-15;1.7434255197477990e-08;7.3511641727462916e-07;1.3849441615246895e-15;8.6357568930917029e-07
241000000;0.0000000000000000e+00;9.8409368310867018e-07;1.7614369078286145e-15;2.0109389600131803e-08;6.3786169261550900e-07;1.5817463867557665e-15;8.1264917412893994e-07
243000000;0.0000000000000000e+00;6.6872810972018273e-07;1.1928837689293007e-15;3.2723446335720170e-08;2.8958370943648109e-07;2.2810268667458806e-15;8.6102330114836801e-07
245000000;0.0000000000000000e+00;4.7762221823664863e-07;1.5238157410480701e-15;3.4843095830597382e-08;6.6648630877711216e-07;2.0673993847320162e-15;7.1043342889408217e-07
247000000;0.0000000000000000e+00;5.0217820136613259e-07;1.4959019714044877e-15;2.6489234612358567e-08;7.3044020415139927e-07;1.6530658747486557e-15;6.3632796310646299e-07
249000000;0.0000000000000000e+00;4.6533318106332434e-07;9.8927116512323919e-16;2.1506533764680502e-08;5.2180629432752137e-07;1.1798907437187556e-15;8.3931207639585495e-07
251000000;0.0000000000000000e+00;5.8932053522001699e-07;9.8493407404560597e-16;2.5855577733560907e-08;5.4157252818818977e-07;1.5028174425906927e-15;8.2585225058983373e-07
253000000;0.0000000000000000e+00;3.3411775195358707e-07;2.3052003587306932e-15;3.1284353725779116e-08;4.6173052039104359e-07;6.8204302562772402e-16;5.7478813656655550e-07
