Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp64, posit32>;Error DOT Acc<fp64, posit16>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
3;33000000;-8.6277579561536766e+02;-8.6277722167968750e+02;-8.6277579561536504e+02;-8.6277587890625000e+02;-8.6277578735351562e+02;-8.6200000000000000e+02;-8.6277673339843750e+02;-8.6277579561536663e+02;-8.6277691650390625e+02
4;33000000;-2.7985829557799127e+02;-2.7985919189453125e+02;-2.7985829557799167e+02;-2.7985842895507812e+02;-2.7985829162597656e+02;-2.7950000000000000e+02;-2.7985800170898438e+02;-2.7985829557799309e+02;-2.7985891723632812e+02
5;33000000;-1.2864171712855557e+03;-1.2864190673828125e+03;-1.2864171712855559e+03;-1.2864172363281250e+03;-1.2864171447753906e+03;-1.2860000000000000e+03;-1.2864188232421875e+03;-1.2864171712855582e+03;-1.2864174804687500e+03
6;33000000;-1.7072468530007548e+03;-1.7072476806640625e+03;-1.7072468530007545e+03;-1.7072469482421875e+03;-1.7072468261718750e+03;-1.7060000000000000e+03;-1.7072471923828125e+03;-1.7072468530007529e+03;-1.7072460937500000e+03
7;33000000;-2.4460497633341365e+03;-2.4460507812500000e+03;-2.4460497633341342e+03;-2.4460498046875000e+03;-2.4460497436523438e+03;-2.4440000000000000e+03;-2.4460485839843750e+03;-2.4460497633341320e+03;-2.4460485839843750e+03
8;33000000;-4.6297267102457490e+03;-4.6297250976562500e+03;-4.6297267102457445e+03;-4.6297265625000000e+03;-4.6297265625000000e+03;-4.6240000000000000e+03;-4.6297231445312500e+03;-4.6297267102457463e+03;-4.6297255859375000e+03
9;33000000;-3.9496181056827759e+03;-3.9496142578125000e+03;-3.9496181056827731e+03;-3.9496181640625000e+03;-3.9496180419921875e+03;-3.9480000000000000e+03;-3.9496147460937500e+03;-3.9496181056827672e+03;-3.9496169433593750e+03
0;35000000;1.9215944237226365e+03;1.9215952148437500e+03;1.9215944237226388e+03;1.9215944824218750e+03;1.9215943908691406e+03;1.9200000000000000e+03;1.9215959472656250e+03;1.9215944237226363e+03;1.9215938720703125e+03
1;35000000;1.5392505335634091e+03;1.5392525634765625e+03;1.5392505335634071e+03;1.5392506103515625e+03;1.5392505187988281e+03;1.5380000000000000e+03;1.5392513427734375e+03;1.5392505335634078e+03;1.5392500000000000e+03
2;35000000;1.0637100787651113e+03;1.0637105712890625e+03;1.0637100787651138e+03;1.0637100830078125e+03;1.0637100524902344e+03;1.0620000000000000e+03;1.0637098388671875e+03;1.0637100787651109e+03;1.0637097167968750e+03
3;35000000;-1.1003296654005953e+03;-1.1003308105468750e+03;-1.1003296654005953e+03;-1.1003297119140625e+03;-1.1003296508789062e+03;-1.1000000000000000e+03;-1.1003305664062500e+03;-1.1003296654005953e+03;-1.1003303222656250e+03
4;35000000;-2.1158134496240088e+01;-2.1158592224121094e+01;-2.1158134496240798e+01;-2.1158252716064453e+01;-2.1158137083053589e+01;-2.1203125000000000e+01;-2.1157379150390625e+01;-2.1158134496240734e+01;-2.1158966064453125e+01
5;35000000;-1.3150176249312451e+03;-1.3150194091796875e+03;-1.3150176249312428e+03;-1.3150177001953125e+03;-1.3150176086425781e+03;-1.3140000000000000e+03;-1.3150185546875000e+03;-1.3150176249312426e+03;-1.3150173339843750e+03
6;35000000;-2.1053557912629212e+03;-2.1053554687500000e+03;-2.1053557912629267e+03;-2.1053559570312500e+03;-2.1053557739257812e+03;-2.1040000000000000e+03;-2.1053562011718750e+03;-2.1053557912629230e+03;-2.1053549804687500e+03
7;35000000;-2.0340550427740284e+03;-2.0340545654296875e+03;-2.0340550427740286e+03;-2.0340550537109375e+03;-2.0340550231933594e+03;-2.0320000000000000e+03;-2.0340557861328125e+03;-2.0340550427740250e+03;-2.0340539550781250e+03
8;35000000;-4.6987636597189858e+03;-4.6987563476562500e+03;-4.6987636597189803e+03;-4.6987636718750000e+03;-4.6987634277343750e+03;-4.6880000000000000e+03;-4.6987587890625000e+03;-4.6987636597189812e+03;-4.6987626953125000e+03
9;35000000;-4.0179538572224697e+03;-4.0179548339843750e+03;-4.0179538572224637e+03;-4.0179538574218750e+03;-4.0179537963867188e+03;-4.0160000000000000e+03;-4.0179487304687500e+03;-4.0179538572224601e+03;-4.0179526367187500e+03
0;37000000;1.3941033425081391e+03;1.3941043701171875e+03;1.3941033425081403e+03;1.3941033935546875e+03;1.3941033325195312e+03;1.3920000000000000e+03;1.3941041259765625e+03;1.3941033425081393e+03;1.3941030273437500e+03
1;37000000;1.6418354770732406e+03;1.6418344726562500e+03;1.6418354770732403e+03;1.6418355712890625e+03;1.6418354492187500e+03;1.6400000000000000e+03;1.6418342285156250e+03;1.6418354770732371e+03;1.6418349609375000e+03
2;37000000;1.2130298639425132e+03;1.2130277099609375e+03;1.2130298639425102e+03;1.2130299072265625e+03;1.2130298461914062e+03;1.2120000000000000e+03;1.2130295410156250e+03;1.2130298639425118e+03;1.2130292968750000e+03
3;37000000;-1.0032587368603974e+03;-1.0032577514648438e+03;-1.0032587368603961e+03;-1.0032587890625000e+03;-1.0032587280273438e+03;-1.0030000000000000e+03;-1.0032576904296875e+03;-1.0032587368603984e+03;-1.0032596435546875e+03
4;37000000;-5.0897065825122843e+02;-5.0897070312500000e+02;-5.0897065825122684e+02;-5.0897076416015625e+02;-5.0897065734863281e+02;-5.0850000000000000e+02;-5.0897033691406250e+02;-5.0897065825122752e+02;-5.0897113037109375e+02
5;37000000;-8.8165880428108176e+02;-8.8165991210937500e+02;-8.8165880428108301e+02;-8.8165887451171875e+02;-8.8165879821777344e+02;-8.8100000000000000e+02;-8.8165777587890625e+02;-8.8165880428108017e+02;-8.8165899658203125e+02
6;37000000;-1.5794980573340197e+03;-1.5794991455078125e+03;-1.5794980573340201e+03;-1.5794981689453125e+03;-1.5794980468750000e+03;-1.5780000000000000e+03;-1.5794997558593750e+03;-1.5794980573340163e+03;-1.5794973144531250e+03
7;37000000;-2.0979052928714823e+03;-2.0979042968750000e+03;-2.0979052928714859e+03;-2.0979052734375000e+03;-2.0979052734375000e+03;-2.0960000000000000e+03;-2.0979023437500000e+03;-2.0979052928714827e+03;-2.0979040527343750e+03
8;37000000;-4.5615311751644267e+03;-4.5615288085937500e+03;-4.5615311751644185e+03;-4.5615312500000000e+03;-4.5615310058593750e+03;-4.5600000000000000e+03;-4.5615273437500000e+03;-4.5615311751644176e+03;-4.5615292968750000e+03
9;37000000;-4.7983606208385681e+03;-4.7983583984375000e+03;-4.7983606208385663e+03;-4.7983608398437500e+03;-4.7983605957031250e+03;-4.7840000000000000e+03;-4.7983627929687500e+03;-4.7983606208385536e+03;-4.7983593750000000e+03
0;39000000;1.0935840232418366e+03;1.0935849609375000e+03;1.0935840232418350e+03;1.0935841064453125e+03;1.0935839843750000e+03;1.0920000000000000e+03;1.0935847167968750e+03;1.0935840232418348e+03;1.0935832519531250e+03
1;39000000;1.7517825378720784e+03;1.7517784423828125e+03;1.7517825378720777e+03;1.7517825927734375e+03;1.7517825012207031e+03;1.7500000000000000e+03;1.7517814941406250e+03;1.7517825378720793e+03;1.7517818603515625e+03
2;39000000;1.8965184375339331e+03;1.8965167236328125e+03;1.8965184375339350e+03;1.8965184326171875e+03;1.8965184020996094e+03;1.8960000000000000e+03;1.8965161132812500e+03;1.8965184375339363e+03;1.8965180664062500e+03
3;39000000;-1.2495650974973783e+02;-1.2495547485351562e+02;-1.2495650974973539e+02;-1.2495656585693359e+02;-1.2495651245117188e+02;-1.2500000000000000e+02;-1.2495503234863281e+02;-1.2495650974973512e+02;-1.2495703125000000e+02
4;39000000;-7.8153216632776480e+02;-7.8153161621093750e+02;-7.8153216632776343e+02;-7.8153222656250000e+02;-7.8153215026855469e+02;-7.8100000000000000e+02;-7.8153149414062500e+02;-7.8153216632776298e+02;-7.8153247070312500e+02
5;39000000;-6.1914438990674398e+02;-6.1914404296875000e+02;-6.1914438990674478e+02;-6.1914447021484375e+02;-6.1914437866210938e+02;-6.1900000000000000e+02;-6.1914422607421875e+02;-6.1914438990674341e+02;-6.1914416503906250e+02
6;39000000;-1.3706691330890169e+03;-1.3706701660156250e+03;-1.3706691330890185e+03;-1.3706691894531250e+03;-1.3706691284179688e+03;-1.3700000000000000e+03;-1.3706704101562500e+03;-1.3706691330890178e+03;-1.3706687011718750e+03
7;39000000;-2.6275440075059601e+03;-2.6275439453125000e+03;-2.6275440075059610e+03;-2.6275441894531250e+03;-2.6275439453125000e+03;-2.6240000000000000e+03;-2.6275444335937500e+03;-2.6275440075059591e+03;-2.6275427246093750e+03
8;39000000;-4.0360626226823342e+03;-4.0360678710937500e+03;-4.0360626226823365e+03;-4.0360627441406250e+03;-4.0360625610351562e+03;-4.0320000000000000e+03;-4.0360693359375000e+03;-4.0360626226823383e+03;-4.0360610351562500e+03
9;39000000;-4.3454896864990005e+03;-4.3454824218750000e+03;-4.3454896864990051e+03;-4.3454897460937500e+03;-4.3454895019531250e+03;-4.3360000000000000e+03;-4.3454833984375000e+03;-4.3454896864989923e+03;-4.3454882812500000e+03
0;41000000;1.5847095662472559e+03;1.5847104492187500e+03;1.5847095662472550e+03;1.5847095947265625e+03;1.5847095336914062e+03;1.5840000000000000e+03;1.5847099609375000e+03;1.5847095662472514e+03;1.5847091064453125e+03
1;41000000;1.1695957810240752e+03;1.1695938720703125e+03;1.1695957810240752e+03;1.1695958251953125e+03;1.1695957641601562e+03;1.1680000000000000e+03;1.1695942382812500e+03;1.1695957810240743e+03;1.1695949707031250e+03
2;41000000;2.0565294912475151e+03;2.0565288085937500e+03;2.0565294912475183e+03;2.0565295410156250e+03;2.0565294189453125e+03;2.0520000000000000e+03;2.0565312500000000e+03;2.0565294912475165e+03;2.0565288085937500e+03
3;41000000;3.3343027431968756e+02;3.3343258666992188e+02;3.3343027431968653e+02;3.3343020629882812e+02;3.3343026733398438e+02;3.3300000000000000e+02;3.3343200683593750e+02;3.3343027431969199e+02;3.3342932128906250e+02
4;41000000;-4.0764808024496767e+02;-4.0764932250976562e+02;-4.0764808024496779e+02;-4.0764813232421875e+02;-4.0764807891845703e+02;-4.0750000000000000e+02;-4.0764807128906250e+02;-4.0764808024496796e+02;-4.0764855957031250e+02
5;41000000;-9.2099414526655551e+02;-9.2099462890625000e+02;-9.2099414526655119e+02;-9.2099420166015625e+02;-9.2099414062500000e+02;-9.2000000000000000e+02;-9.2099359130859375e+02;-9.2099414526655107e+02;-9.2099414062500000e+02
6;41000000;-1.3255503241326280e+03;-1.3255504150390625e+03;-1.3255503241326276e+03;-1.3255504150390625e+03;-1.3255502929687500e+03;-1.3240000000000000e+03;-1.3255476074218750e+03;-1.3255503241326303e+03;-1.3255499267578125e+03
7;41000000;-2.2093813163841496e+03;-2.2093815917968750e+03;-2.2093813163841469e+03;-2.2093813476562500e+03;-2.2093812866210938e+03;-2.2080000000000000e+03;-2.2093818359375000e+03;-2.2093813163841464e+03;-2.2093803710937500e+03
8;41000000;-3.8659581260759096e+03;-3.8659631347656250e+03;-3.8659581260759101e+03;-3.8659582519531250e+03;-3.8659580688476562e+03;-3.8640000000000000e+03;-3.8659670410156250e+03;-3.8659581260759119e+03;-3.8659562988281250e+03
9;41000000;-4.1101842995878542e+03;-4.1101826171875000e+03;-4.1101842995878587e+03;-4.1101845703125000e+03;-4.1101840820312500e+03;-4.0960000000000000e+03;-4.1101782226562500e+03;-4.1101842995878469e+03;-4.1101826171875000e+03
0;43000000;1.9727499747837792e+03;1.9727492675781250e+03;1.9727499747837817e+03;1.9727500000000000e+03;1.9727499389648438e+03;1.9720000000000000e+03;1.9727498779296875e+03;1.9727499747837846e+03;1.9727500000000000e+03
1;43000000;1.0855212179461710e+03;1.0855222167968750e+03;1.0855212179461757e+03;1.0855212402343750e+03;1.0855211791992188e+03;1.0840000000000000e+03;1.0855209960937500e+03;1.0855212179461719e+03;1.0855205078125000e+03
2;43000000;1.8338031851154394e+03;1.8338012695312500e+03;1.8338031851154381e+03;1.8338032226562500e+03;1.8338031616210938e+03;1.8320000000000000e+03;1.8338022460937500e+03;1.8338031851154369e+03;1.8338027343750000e+03
3;43000000;7.6782256477328224e+02;7.6782159423828125e+02;7.6782256477328190e+02;7.6782250976562500e+02;7.6782255554199219e+02;7.6700000000000000e+02;7.6782452392578125e+02;7.6782256477328224e+02;7.6782189941406250e+02
4;43000000;6.2906945299400684e+02;6.2906933593750000e+02;6.2906945299400763e+02;6.2906939697265625e+02;6.2906944274902344e+02;6.2800000000000000e+02;6.2906811523437500e+02;6.2906945299400968e+02;6.2906884765625000e+02
5;43000000;-1.4957636276841963e+03;-1.4957623291015625e+03;-1.4957636276841959e+03;-1.4957636718750000e+03;-1.4957636108398438e+03;-1.4940000000000000e+03;-1.4957630615234375e+03;-1.4957636276841943e+03;-1.4957636718750000e+03
6;43000000;-9.7559213254588860e+02;-9.7559161376953125e+02;-9.7559213254588758e+02;-9.7559222412109375e+02;-9.7559211730957031e+02;-9.7500000000000000e+02;-9.7559332275390625e+02;-9.7559213254588713e+02;-9.7559130859375000e+02
7;43000000;-2.1912727019965582e+03;-2.1912734375000000e+03;-2.1912727019965600e+03;-2.1912727050781250e+03;-2.1912726440429688e+03;-2.1880000000000000e+03;-2.1912724609375000e+03;-2.1912727019965569e+03;-2.1912717285156250e+03
8;43000000;-4.3960702090939094e+03;-4.3960698242187500e+03;-4.3960702090939049e+03;-4.3960703125000000e+03;-4.3960700683593750e+03;-4.3840000000000000e+03;-4.3960727539062500e+03;-4.3960702090939058e+03;-4.3960683593750000e+03
9;43000000;-3.9869805752497355e+03;-3.9869821777343750e+03;-3.9869805752497268e+03;-3.9869807128906250e+03;-3.9869805297851562e+03;-3.9840000000000000e+03;-3.9869797363281250e+03;-3.9869805752497186e+03;-3.9869790039062500e+03
0;45000000;1.9099076427916330e+03;1.9099058837890625e+03;1.9099076427916341e+03;1.9099077148437500e+03;1.9099076232910156e+03;1.9080000000000000e+03;1.9099066162109375e+03;1.9099076427916320e+03;1.9099074707031250e+03
1;45000000;1.3331938962876309e+03;1.3331927490234375e+03;1.3331938962876172e+03;1.3331939697265625e+03;1.3331938781738281e+03;1.3320000000000000e+03;1.3331928710937500e+03;1.3331938962876261e+03;1.3331925048828125e+03
2;45000000;1.1976065165913130e+03;1.1976059570312500e+03;1.1976065165913144e+03;1.1976065673828125e+03;1.1976065063476562e+03;1.1960000000000000e+03;1.1976052246093750e+03;1.1976065165913144e+03;1.1976059570312500e+03
3;45000000;8.3905836968049391e+02;8.3905877685546875e+02;8.3905836968050357e+02;8.3905834960937500e+02;8.3905834960937500e+02;8.3800000000000000e+02;8.3906427001953125e+02;8.3905836968050130e+02;8.3905780029296875e+02
4;45000000;9.2316493459313654e+02;9.2316717529296875e+02;9.2316493459313665e+02;9.2316485595703125e+02;9.2316491699218750e+02;9.2200000000000000e+02;9.2316754150390625e+02;9.2316493459313858e+02;9.2316394042968750e+02
5;45000000;-8.9498704400892041e+02;-8.9498620605468750e+02;-8.9498704400892075e+02;-8.9498706054687500e+02;-8.9498703002929688e+02;-8.9400000000000000e+02;-8.9498651123046875e+02;-8.9498704400891825e+02;-8.9498669433593750e+02
6;45000000;-1.2359407294974471e+03;-1.2359432373046875e+03;-1.2359407294974465e+03;-1.2359407958984375e+03;-1.2359407043457031e+03;-1.2340000000000000e+03;-1.2359412841796875e+03;-1.2359407294974476e+03;-1.2359403076171875e+03
7;45000000;-1.8371497849246236e+03;-1.8371494140625000e+03;-1.8371497849246200e+03;-1.8371499023437500e+03;-1.8371497497558594e+03;-1.8360000000000000e+03;-1.8371495361328125e+03;-1.8371497849246193e+03;-1.8371489257812500e+03
8;45000000;-3.9352716077141058e+03;-3.9352714843750000e+03;-3.9352716077141067e+03;-3.9352717285156250e+03;-3.9352715454101562e+03;-3.9320000000000000e+03;-3.9352695312500000e+03;-3.9352716077141076e+03;-3.9352697753906250e+03
9;45000000;-3.6731069855220076e+03;-3.6731137695312500e+03;-3.6731069855220044e+03;-3.6731069335937500e+03;-3.6731069335937500e+03;-3.6720000000000000e+03;-3.6731123046875000e+03;-3.6731069855220126e+03;-3.6731054687500000e+03
0;47000000;2.3045272242364003e+03;2.3045295410156250e+03;2.3045272242364058e+03;2.3045273437500000e+03;2.3045271606445312e+03;2.3040000000000000e+03;2.3045297851562500e+03;2.3045272242364017e+03;2.3045266113281250e+03
1;47000000;1.6974428731079968e+03;1.6974472656250000e+03;1.6974428731079961e+03;1.6974428710937500e+03;1.6974428405761719e+03;1.6960000000000000e+03;1.6974471435546875e+03;1.6974428731079952e+03;1.6974421386718750e+03
2;47000000;1.3372315798639665e+03;1.3372288818359375e+03;1.3372315798639654e+03;1.3372315673828125e+03;1.3372315673828125e+03;1.3360000000000000e+03;1.3372276611328125e+03;1.3372315798639652e+03;1.3372307128906250e+03
3;47000000;6.2699621274017318e+02;6.2699536132812500e+02;6.2699621274017375e+02;6.2699621582031250e+02;6.2699620056152344e+02;6.2600000000000000e+02;6.2699462890625000e+02;6.2699621274017136e+02;6.2699591064453125e+02
4;47000000;1.3344527258107305e+03;1.3344552001953125e+03;1.3344527258107266e+03;1.3344526367187500e+03;1.3344526977539062e+03;1.3340000000000000e+03;1.3344532470703125e+03;1.3344527258107273e+03;1.3344519042968750e+03
5;47000000;1.9478952776772670e+02;1.9478770446777344e+02;1.9478952776772982e+02;1.9478950500488281e+02;1.9478952407836914e+02;1.9462500000000000e+02;1.9478715515136719e+02;1.9478952776772982e+02;1.9478977966308594e+02
6;47000000;-1.9253239589496357e+03;-1.9253236083984375e+03;-1.9253239589496368e+03;-1.9253239746093750e+03;-1.9253239440917969e+03;-1.9240000000000000e+03;-1.9253236083984375e+03;-1.9253239589496363e+03;-1.9253237304687500e+03
7;47000000;-1.6468505194619634e+03;-1.6468513183593750e+03;-1.6468505194619631e+03;-1.6468505859375000e+03;-1.6468504943847656e+03;-1.6460000000000000e+03;-1.6468510742187500e+03;-1.6468505194619629e+03;-1.6468498535156250e+03
8;47000000;-3.9824236073891398e+03;-3.9824245605468750e+03;-3.9824236073891416e+03;-3.9824235839843750e+03;-3.9824235839843750e+03;-3.9800000000000000e+03;-3.9824235839843750e+03;-3.9824236073891475e+03;-3.9824213867187500e+03
9;47000000;-4.3386130268996712e+03;-4.3386142578125000e+03;-4.3386130268996731e+03;-4.3386132812500000e+03;-4.3386127929687500e+03;-4.3360000000000000e+03;-4.3386142578125000e+03;-4.3386130268996740e+03;-4.3386113281250000e+03
0;49000000;2.7552792918932723e+03;2.7552778320312500e+03;2.7552792918932760e+03;2.7552792968750000e+03;2.7552792358398438e+03;2.7520000000000000e+03;2.7552785644531250e+03;2.7552792918932778e+03;2.7552797851562500e+03
1;49000000;1.7808024223362017e+03;1.7808018798828125e+03;1.7808024223362127e+03;1.7808024902343750e+03;1.7808023986816406e+03;1.7800000000000000e+03;1.7808032226562500e+03;1.7808024223362090e+03;1.7808020019531250e+03
2;49000000;1.5536675180931809e+03;1.5536628417968750e+03;1.5536675180931829e+03;1.5536676025390625e+03;1.5536674804687500e+03;1.5520000000000000e+03;1.5536635742187500e+03;1.5536675180931807e+03;1.5536662597656250e+03
3;49000000;-7.6189255372392864e+01;-7.6188995361328125e+01;-7.6189255372395280e+01;-7.6189285278320312e+01;-7.6189257621765137e+01;-7.6000000000000000e+01;-7.6190750122070312e+01;-7.6189255372389880e+01;-7.6189697265625000e+01
4;49000000;1.2194239221965761e+03;1.2194271240234375e+03;1.2194239221965775e+03;1.2194238281250000e+03;1.2194238891601562e+03;1.2180000000000000e+03;1.2194234619140625e+03;1.2194239221965781e+03;1.2194239501953125e+03
5;49000000;5.5164982050340586e+02;5.5165136718750000e+02;5.5164982050340643e+02;5.5164978027343750e+02;5.5164981079101562e+02;5.5100000000000000e+02;5.5165191650390625e+02;5.5164982050340825e+02;5.5164965820312500e+02
6;49000000;-9.3079454236687445e+02;-9.3079455566406250e+02;-9.3079454236687582e+02;-9.3079455566406250e+02;-9.3079454040527344e+02;-9.3000000000000000e+02;-9.3079406738281250e+02;-9.3079454236687457e+02;-9.3079431152343750e+02
7;49000000;-1.7450184760139480e+03;-1.7450183105468750e+03;-1.7450184760139468e+03;-1.7450185546875000e+03;-1.7450184631347656e+03;-1.7440000000000000e+03;-1.7450189208984375e+03;-1.7450184760139473e+03;-1.7450180664062500e+03
8;49000000;-3.8756941405190050e+03;-3.8756962890625000e+03;-3.8756941405189978e+03;-3.8756940917968750e+03;-3.8756940917968750e+03;-3.8720000000000000e+03;-3.8756979980468750e+03;-3.8756941405189987e+03;-3.8756923828125000e+03
9;49000000;-4.1011616237164199e+03;-4.1011621093750000e+03;-4.1011616237164126e+03;-4.1011616210937500e+03;-4.1011613769531250e+03;-4.0960000000000000e+03;-4.1011591796875000e+03;-4.1011616237164189e+03;-4.1011596679687500e+03
0;51000000;2.2820843692562044e+03;2.2820822753906250e+03;2.2820843692561975e+03;2.2820844726562500e+03;2.2820843505859375e+03;2.2800000000000000e+03;2.2820830078125000e+03;2.2820843692562048e+03;2.2820844726562500e+03
1;51000000;2.1706170834505692e+03;2.1706169433593750e+03;2.1706170834505765e+03;2.1706171875000000e+03;2.1706170654296875e+03;2.1680000000000000e+03;2.1706186523437500e+03;2.1706170834505770e+03;2.1706166992187500e+03
2;51000000;1.5126205155944435e+03;1.5126192626953125e+03;1.5126205155944360e+03;1.5126204833984375e+03;1.5126204833984375e+03;1.5120000000000000e+03;1.5126199951171875e+03;1.5126205155944383e+03;1.5126195068359375e+03
3;51000000;4.2526261516614420e+02;4.2526321411132812e+02;4.2526261516614966e+02;4.2526260375976562e+02;4.2526260375976562e+02;4.2500000000000000e+02;4.2526049804687500e+02;4.2526261516614920e+02;4.2526196289062500e+02
4;51000000;8.2276014523828871e+02;8.2275939941406250e+02;8.2276014523828678e+02;8.2276013183593750e+02;8.2276013183593750e+02;8.2200000000000000e+02;8.2275946044921875e+02;8.2276014523828962e+02;8.2275964355468750e+02
5;51000000;4.7651954118402631e+02;4.7651983642578125e+02;4.7651954118402796e+02;4.7651953125000000e+02;4.7651953125000000e+02;4.7600000000000000e+02;4.7651806640625000e+02;4.7651954118403023e+02;4.7651962280273438e+02
6;51000000;-2.0763461318051955e+02;-2.0763401794433594e+02;-2.0763461318051989e+02;-2.0763464355468750e+02;-2.0763461685180664e+02;-2.0762500000000000e+02;-2.0763606262207031e+02;-2.0763461318051827e+02;-2.0763439941406250e+02
7;51000000;-2.3094836493742710e+03;-2.3094833984375000e+03;-2.3094836493742728e+03;-2.3094836425781250e+03;-2.3094835815429688e+03;-2.3080000000000000e+03;-2.3094836425781250e+03;-2.3094836493742737e+03;-2.3094829101562500e+03
8;51000000;-3.5426994788563543e+03;-3.5426997070312500e+03;-3.5426994788563597e+03;-3.5426994628906250e+03;-3.5426994628906250e+03;-3.5400000000000000e+03;-3.5426984863281250e+03;-3.5426994788563570e+03;-3.5426972656250000e+03
9;51000000;-3.7821776327567336e+03;-3.7821813964843750e+03;-3.7821776327567259e+03;-3.7821777343750000e+03;-3.7821776123046875e+03;-3.7800000000000000e+03;-3.7821809082031250e+03;-3.7821776327567322e+03;-3.7821752929687500e+03
0;53000000;1.1503555707266057e+03;1.1503552246093750e+03;1.1503555707266057e+03;1.1503557128906250e+03;1.1503555297851562e+03;1.1500000000000000e+03;1.1503546142578125e+03;1.1503555707266080e+03;1.1503557128906250e+03
1;53000000;2.3240157748789420e+03;2.3240190429687500e+03;2.3240157748789356e+03;2.3240158691406250e+03;2.3240157470703125e+03;2.3200000000000000e+03;2.3240170898437500e+03;2.3240157748789338e+03;2.3240153808593750e+03
2;53000000;2.1708507224025557e+03;2.1708449707031250e+03;2.1708507224025529e+03;2.1708508300781250e+03;2.1708506469726562e+03;2.1680000000000000e+03;2.1708471679687500e+03;2.1708507224025539e+03;2.1708500976562500e+03
3;53000000;3.3151124322248779e+02;3.3151257324218750e+02;3.3151124322249478e+02;3.3151119995117188e+02;3.3151123046875000e+02;3.3150000000000000e+02;3.3151275634765625e+02;3.3151124322249382e+02;3.3150994873046875e+02
4;53000000;2.4337706370002931e+02;2.4337660217285156e+02;2.4337706370003184e+02;2.4337702941894531e+02;2.4337705993652344e+02;2.4337500000000000e+02;2.4337744140625000e+02;2.4337706370003247e+02;2.4337686157226562e+02
5;53000000;5.1648462456691027e+02;5.1648559570312500e+02;5.1648462456691129e+02;5.1648461914062500e+02;5.1648461914062500e+02;5.1600000000000000e+02;5.1648468017578125e+02;5.1648462456691345e+02;5.1648498535156250e+02
6;53000000;4.2149140173567150e+02;4.2149145507812500e+02;4.2149140173567054e+02;4.2149139404296875e+02;4.2149139404296875e+02;4.2100000000000000e+02;4.2149069213867188e+02;4.2149140173567571e+02;4.2149206542968750e+02
7;53000000;-1.5929839673636693e+03;-1.5929840087890625e+03;-1.5929839673636677e+03;-1.5929840087890625e+03;-1.5929839477539062e+03;-1.5920000000000000e+03;-1.5929841308593750e+03;-1.5929839673636675e+03;-1.5929833984375000e+03
8;53000000;-3.7332468489976332e+03;-3.7332443847656250e+03;-3.7332468489976350e+03;-3.7332468261718750e+03;-3.7332468261718750e+03;-3.7320000000000000e+03;-3.7332453613281250e+03;-3.7332468489976372e+03;-3.7332451171875000e+03
9;53000000;-3.6755772522586985e+03;-3.6755866699218750e+03;-3.6755772522586990e+03;-3.6755773925781250e+03;-3.6755772094726562e+03;-3.6720000000000000e+03;-3.6755825195312500e+03;-3.6755772522587035e+03;-3.6755751953125000e+03
0;55000000;1.6490378787823158e+02;1.6490512084960938e+02;1.6490378787823281e+02;1.6490386962890625e+02;1.6490377998352051e+02;1.6500000000000000e+02;1.6490454101562500e+02;1.6490378787823482e+02;1.6490350341796875e+02
1;55000000;2.2836807140294000e+03;2.2836789550781250e+03;2.2836807140294022e+03;2.2836809082031250e+03;2.2836806640625000e+03;2.2800000000000000e+03;2.2836796875000000e+03;2.2836807140293986e+03;2.2836809082031250e+03
2;55000000;2.2241913761822702e+03;2.2241887207031250e+03;2.2241913761822743e+03;2.2241914062500000e+03;2.2241913452148438e+03;2.2200000000000000e+03;2.2241892089843750e+03;2.2241913761822684e+03;2.2241914062500000e+03
3;55000000;3.1208691146617809e+02;3.1208764648437500e+02;3.1208691146616923e+02;3.1208688354492188e+02;3.1208689880371094e+02;3.1200000000000000e+02;3.1208905029296875e+02;3.1208691146617070e+02;3.1208624267578125e+02
4;55000000;9.3733075178262106e+02;9.3733166503906250e+02;9.3733075178262163e+02;9.3733074951171875e+02;9.3733073425292969e+02;9.3700000000000000e+02;9.3732989501953125e+02;9.3733075178262175e+02;9.3733062744140625e+02
5;55000000;2.6425402620481975e+02;2.6425280761718750e+02;2.6425402620481975e+02;2.6425402832031250e+02;2.6425402069091797e+02;2.6400000000000000e+02;2.6425329589843750e+02;2.6425402620482214e+02;2.6425463867187500e+02
6;55000000;3.9161049965074960e+02;3.9160961914062500e+02;3.9161049965075250e+02;3.9161050415039062e+02;3.9161048889160156e+02;3.9100000000000000e+02;3.9161215209960938e+02;3.9161049965075676e+02;3.9161096191406250e+02
7;55000000;-7.8968489174293211e+02;-7.8968591308593750e+02;-7.8968489174293029e+02;-7.8968493652343750e+02;-7.8968487548828125e+02;-7.8900000000000000e+02;-7.8968420410156250e+02;-7.8968489174292745e+02;-7.8968402099609375e+02
8;55000000;-4.1962741831936164e+03;-4.1962729492187500e+03;-4.1962741831936164e+03;-4.1962744140625000e+03;-4.1962739257812500e+03;-4.1920000000000000e+03;-4.1962734375000000e+03;-4.1962741831936128e+03;-4.1962719726562500e+03
