Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error DOT Acc<fp32, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
293000000;0.0000000000000000e+00;4.1219412832794578e-07;2.0343967226796600e-16;2.8335921555328585e-08;3.2235090733024373e-07;8.1376238183622916e-16;4.3563716620042750e-08
295000000;0.0000000000000000e+00;2.2888298477480128e-07;3.0308990705946534e-16;2.7483992973143964e-08;2.5650809543944597e-07;1.5154544090175938e-15;3.9016831253207993e-08
297000000;0.0000000000000000e+00;3.3536663765533202e-07;2.0070057653751853e-16;1.4346588093354148e-08;5.6591435129745629e-07;8.0280029845690139e-16;1.6645021684312103e-08
299000000;0.0000000000000000e+00;9.2789787660919781e-07;2.9903739056393290e-16;2.1110740109095249e-08;1.0466105848993734e-06;1.0964634525401734e-15;2.1110740109095249e-08
301000000;0.0000000000000000e+00;6.7179944803676279e-07;1.9803228847169418e-16;2.9206383640876827e-08;7.5422641539847131e-07;4.9508404773544294e-16;3.9861855924449912e-08
303000000;0.0000000000000000e+00;7.2904489870606936e-07;2.9508797899154674e-16;1.0778507523666749e-08;6.7812019992801313e-07;1.3770851703834366e-15;1.5830579588557518e-08
305000000;0.0000000000000000e+00;4.3345194174852673e-07;9.7717425936926260e-17;3.1655841704489976e-08;5.0538666009816356e-07;1.0749020628052192e-15;3.8822281066745272e-08
307000000;0.0000000000000000e+00;7.1537344741356891e-07;1.9416263128851707e-16;2.8195179945014724e-08;6.5658938576370198e-07;5.8248925931962380e-16;4.4063421735955569e-08
309000000;0.0000000000000000e+00;7.4187592397384252e-07;2.8935796311945362e-16;1.9863351259628959e-08;7.6837036242149861e-07;1.2538901642846238e-15;3.2765136086589981e-08
311000000;0.0000000000000000e+00;1.0354965893252103e-06;1.9166578060813276e-16;2.2299558888374242e-08;7.7824730817633341e-07;1.1499941766240035e-15;3.3045947393015661e-08
313000000;0.0000000000000000e+00;6.7656736317413165e-07;1.9044125022845468e-16;3.3896501091144860e-08;6.7656736317413165e-07;7.6176276365731089e-16;4.1005696969881708e-08
315000000;0.0000000000000000e+00;6.9771310086195035e-07;1.8923225458666492e-16;3.1661579325853612e-08;7.3628823277831775e-07;9.4616278474282727e-16;4.4091452935622501e-08
317000000;0.0000000000000000e+00;6.7224459707903685e-07;1.8803804437109785e-16;2.6181828840091857e-08;4.9022434511862367e-07;1.3162719345558932e-15;2.6181828840091857e-08
319000000;0.0000000000000000e+00;5.3287228752697400e-07;1.8685962758481853e-16;2.0264822494468433e-08;5.2944861972915734e-07;1.7751600301930582e-15;2.0264822494468433e-08
