Num rows;TRSV multi-kernel fp64;TRSV single kernel fp64;TRSV fp64;CUBLAS TRSV fp64
12600;+7.7164797782897949e+00;+4.8358078002929688e+00;+1.6420480012893677e+00;+2.6574079990386963e+00
12650;+7.7443518638610840e+00;+4.8386240005493164e+00;+1.6241919994354248e+00;+2.6899840831756592e+00
12700;+7.7693758010864258e+00;+4.8459520339965820e+00;+1.6290240287780762e+00;+2.6948800086975098e+00
12750;+7.7936320304870605e+00;+4.8660798072814941e+00;+1.6284799575805664e+00;+2.7171521186828613e+00
12800;+7.7808318138122559e+00;+4.8655681610107422e+00;+1.6334719657897949e+00;+2.6647679805755615e+00
12850;+7.8698558807373047e+00;+4.9074559211730957e+00;+1.6483199596405029e+00;+2.7537279129028320e+00
12900;+7.9000320434570312e+00;+4.9320640563964844e+00;+1.6524159908294678e+00;+2.7675199508666992e+00
12950;+7.9466562271118164e+00;+4.9590082168579102e+00;+1.6609280109405518e+00;+2.7888960838317871e+00
13000;+7.9830398559570312e+00;+4.9951682090759277e+00;+1.6934080123901367e+00;+2.7892160415649414e+00
13050;+8.0093116760253906e+00;+5.0035519599914551e+00;+1.6792320013046265e+00;+2.8265280723571777e+00
13100;+8.0467195510864258e+00;+5.0322241783142090e+00;+1.7159680128097534e+00;+2.8248000144958496e+00
13150;+8.1032962799072266e+00;+5.0694079399108887e+00;+1.7304960489273071e+00;+2.8526079654693604e+00
13200;+8.0984315872192383e+00;+5.0778241157531738e+00;+1.7330559492111206e+00;+2.8233919143676758e+00
13250;+8.1854076385498047e+00;+5.1184000968933105e+00;+1.7310080528259277e+00;+2.9299519062042236e+00
13300;+8.1618242263793945e+00;+5.1098241806030273e+00;+1.7323839664459229e+00;+2.8958399295806885e+00
13350;+8.2334718704223633e+00;+5.1501441001892090e+00;+1.7506560087203979e+00;+2.9632959365844727e+00
13400;+8.2607040405273438e+00;+5.1673917770385742e+00;+1.7705919742584229e+00;+2.9244799613952637e+00
13450;+8.3007364273071289e+00;+5.1999039649963379e+00;+1.7719999551773071e+00;+2.9824318885803223e+00
13500;+8.3067197799682617e+00;+5.2095041275024414e+00;+1.7879680395126343e+00;+2.9884159564971924e+00
13550;+8.3606081008911133e+00;+5.2326722145080566e+00;+1.7825920581817627e+00;+3.0485119819641113e+00
13600;+8.3564157485961914e+00;+5.2416319847106934e+00;+1.8134399652481079e+00;+2.9286720752716064e+00
13650;+8.4375038146972656e+00;+5.2852802276611328e+00;+1.8080639839172363e+00;+3.0778241157531738e+00
13700;+8.4596481323242188e+00;+5.3094081878662109e+00;+1.8270399570465088e+00;+3.0716159343719482e+00
13750;+8.5091838836669922e+00;+5.3191680908203125e+00;+1.8407679796218872e+00;+3.1398079395294189e+00
13800;+8.5483522415161133e+00;+5.3607358932495117e+00;+1.8650879859924316e+00;+3.0875520706176758e+00
13850;+8.5823040008544922e+00;+5.3840641975402832e+00;+1.8608959913253784e+00;+3.1360321044921875e+00
13900;+8.5900478363037109e+00;+5.3759040832519531e+00;+1.8589760065078735e+00;+3.1639680862426758e+00
13950;+8.6707201004028320e+00;+5.4449601173400879e+00;+1.8834880590438843e+00;+3.2038719654083252e+00
14000;+8.6721916198730469e+00;+5.4463038444519043e+00;+1.9157439470291138e+00;+3.1485118865966797e+00
14050;+8.7093763351440430e+00;+5.4534721374511719e+00;+1.8885439634323120e+00;+3.2239360809326172e+00
14100;+8.7485437393188477e+00;+5.4967999458312988e+00;+1.8906559944152832e+00;+3.1847679615020752e+00
14150;+8.8247995376586914e+00;+5.5366082191467285e+00;+1.9437439441680908e+00;+3.2712640762329102e+00
14200;+8.8304958343505859e+00;+5.5440001487731934e+00;+1.9354239702224731e+00;+3.2316479682922363e+00
14250;+8.8874244689941406e+00;+5.5991678237915039e+00;+1.9638719558715820e+00;+3.3024001121520996e+00
14300;+8.8719043731689453e+00;+5.5683841705322266e+00;+1.9317120313644409e+00;+3.2746880054473877e+00
14350;+8.9147844314575195e+00;+5.5916161537170410e+00;+1.9368959665298462e+00;+3.3406400680541992e+00
14400;+8.9086723327636719e+00;+5.6128640174865723e+00;+1.9593280553817749e+00;+3.2270081043243408e+00
14450;+8.9849281311035156e+00;+5.6488637924194336e+00;+1.9406720399856567e+00;+3.3805439472198486e+00
14500;+9.0631675720214844e+00;+5.6854081153869629e+00;+1.9887039661407471e+00;+3.3511040210723877e+00
14550;+9.0697917938232422e+00;+5.6933121681213379e+00;+1.9877760410308838e+00;+3.3844480514526367e+00
14600;+9.1081600189208984e+00;+5.7252159118652344e+00;+2.0189759731292725e+00;+3.2670400142669678e+00
14650;+9.1618242263793945e+00;+5.7708158493041992e+00;+2.0336320400238037e+00;+3.4712319374084473e+00
14700;+9.1750717163085938e+00;+5.7690877914428711e+00;+2.0176320075988770e+00;+3.4642241001129150e+00
14750;+9.2178564071655273e+00;+5.7970237731933594e+00;+2.0050559043884277e+00;+3.4713599681854248e+00
14800;+9.1823043823242188e+00;+5.7921600341796875e+00;+2.0271680355072021e+00;+3.4463040828704834e+00
14850;+9.2945280075073242e+00;+5.8354239463806152e+00;+2.0315198898315430e+00;+3.5903038978576660e+00
14900;+9.3446397781372070e+00;+5.9034237861633301e+00;+2.0895678997039795e+00;+3.5257599353790283e+00
14950;+9.3633279800415039e+00;+5.8890237808227539e+00;+2.0708799362182617e+00;+3.6023039817810059e+00
15000;+9.3695678710937500e+00;+5.8976321220397949e+00;+2.0743360519409180e+00;+3.5779199600219727e+00
15050;+9.4496641159057617e+00;+5.9469761848449707e+00;+2.0987200736999512e+00;+3.6634879112243652e+00
15100;+9.4622077941894531e+00;+5.9499201774597168e+00;+2.0942399501800537e+00;+3.6323199272155762e+00
15150;+9.5535039901733398e+00;+6.0067839622497559e+00;+2.1590719223022461e+00;+3.6672320365905762e+00
15200;+9.4728956222534180e+00;+5.9777917861938477e+00;+2.1238720417022705e+00;+3.5612480640411377e+00
15250;+9.5987520217895508e+00;+6.0056319236755371e+00;+2.1341760158538818e+00;+3.7144958972930908e+00
15300;+9.5875196456909180e+00;+6.0132479667663574e+00;+2.1219201087951660e+00;+3.7221760749816895e+00
15350;+9.6696643829345703e+00;+6.0627198219299316e+00;+2.1555519104003906e+00;+3.5496320724487305e+00
15400;+9.6469764709472656e+00;+6.0820798873901367e+00;+2.1497280597686768e+00;+3.7222399711608887e+00
15450;+9.7565755844116211e+00;+6.1530880928039551e+00;+2.2030398845672607e+00;+3.8101439476013184e+00
15500;+9.7715520858764648e+00;+6.1463999748229980e+00;+2.1931200027465820e+00;+3.7738559246063232e+00
15550;+9.8043842315673828e+00;+6.1602559089660645e+00;+2.1711039543151855e+00;+3.8520319461822510e+00
15600;+9.7663040161132812e+00;+6.1687040328979492e+00;+2.2158720493316650e+00;+3.7654080390930176e+00
15650;+9.8669443130493164e+00;+6.2212481498718262e+00;+2.1784639358520508e+00;+3.8973441123962402e+00
15700;+9.9068479537963867e+00;+6.2489600181579590e+00;+2.2308800220489502e+00;+3.8677759170532227e+00
15750;+9.9998722076416016e+00;+6.3226242065429688e+00;+2.2872319221496582e+00;+3.9822399616241455e+00
15800;+9.9404802322387695e+00;+6.2671041488647461e+00;+2.2128961086273193e+00;+3.9106240272521973e+00
15850;+1.0046848297119141e+01;+6.3031358718872070e+00;+2.2519359588623047e+00;+3.9808959960937500e+00
15900;+1.0069600105285645e+01;+6.3321280479431152e+00;+2.2942399978637695e+00;+3.9263999462127686e+00
15950;+1.0112607955932617e+01;+6.3777599334716797e+00;+2.2970559597015381e+00;+4.0431361198425293e+00
16000;+1.0021471977233887e+01;+6.3400321006774902e+00;+2.2885758876800537e+00;+3.9130880832672119e+00
16050;+1.0188511848449707e+01;+6.4482879638671875e+00;+2.3355200290679932e+00;+4.0718078613281250e+00
16100;+1.0188575744628906e+01;+6.4155201911926270e+00;+2.3064320087432861e+00;+4.1117439270019531e+00
16150;+1.0235839843750000e+01;+6.4623999595642090e+00;+2.3196799755096436e+00;+4.1342082023620605e+00
16200;+1.0319007873535156e+01;+6.4935998916625977e+00;+2.3866879940032959e+00;+4.0857601165771484e+00
16250;+1.0338175773620605e+01;+6.5190081596374512e+00;+2.3813440799713135e+00;+4.1516480445861816e+00
16300;+1.0362560272216797e+01;+6.5388798713684082e+00;+2.3565440177917480e+00;+4.1831998825073242e+00
16350;+1.0393695831298828e+01;+6.5555200576782227e+00;+2.3766720294952393e+00;+4.2473278045654297e+00
16400;+1.0331071853637695e+01;+6.5683522224426270e+00;+2.3978240489959717e+00;+4.1527361869812012e+00
16450;+1.0464991569519043e+01;+6.5990080833435059e+00;+2.3654720783233643e+00;+4.2875518798828125e+00
16500;+1.0535648345947266e+01;+6.6621761322021484e+00;+2.4579200744628906e+00;+4.2955842018127441e+00
16550;+1.0594143867492676e+01;+6.6825280189514160e+00;+2.4402239322662354e+00;+4.2766718864440918e+00
16600;+1.0518848419189453e+01;+6.6499199867248535e+00;+2.4251201152801514e+00;+4.2663998603820801e+00
16650;+1.0614336013793945e+01;+6.7011198997497559e+00;+2.4615039825439453e+00;+4.3680958747863770e+00
16700;+1.0634240150451660e+01;+6.7190079689025879e+00;+2.4653759002685547e+00;+4.3074240684509277e+00
16750;+1.0700127601623535e+01;+6.7764801979064941e+00;+2.4777920246124268e+00;+4.3901438713073730e+00
16800;+1.0619359970092773e+01;+6.7458238601684570e+00;+2.4649920463562012e+00;+4.2366399765014648e+00
16850;+1.0818719863891602e+01;+6.8268799781799316e+00;+2.5148160457611084e+00;+4.4908800125122070e+00
16900;+1.0852448463439941e+01;+6.8730559349060059e+00;+2.5569601058959961e+00;+4.4538559913635254e+00
16950;+1.0842944145202637e+01;+6.8593602180480957e+00;+2.5121600627899170e+00;+4.4825282096862793e+00
17000;+1.0811776161193848e+01;+6.8422398567199707e+00;+2.5099198818206787e+00;+4.4591040611267090e+00
17050;+1.0915936470031738e+01;+6.9093761444091797e+00;+2.5459520816802979e+00;+4.5617280006408691e+00
17100;+1.0921024322509766e+01;+6.8983678817749023e+00;+2.5221440792083740e+00;+4.5273599624633789e+00
17150;+1.1007648468017578e+01;+6.9623360633850098e+00;+2.5722560882568359e+00;+4.5698242187500000e+00
17200;+1.0946975708007812e+01;+6.9558401107788086e+00;+2.5767359733581543e+00;+4.5184001922607422e+00
17250;+1.1109855651855469e+01;+7.0558719635009766e+00;+2.6186559200286865e+00;+4.6448640823364258e+00
17300;+1.1101280212402344e+01;+7.0176959037780762e+00;+2.5961599349975586e+00;+4.6468482017517090e+00
17350;+1.1168255805969238e+01;+7.0563521385192871e+00;+2.6182720661163330e+00;+4.7212162017822266e+00
17400;+1.1123264312744141e+01;+7.0394239425659180e+00;+2.5903038978576660e+00;+4.6598081588745117e+00
17450;+1.1250656127929688e+01;+7.1048321723937988e+00;+2.6362240314483643e+00;+4.7484159469604492e+00
17500;+1.1218463897705078e+01;+7.0953278541564941e+00;+2.6157441139221191e+00;+4.7400321960449219e+00
17550;+1.1321344375610352e+01;+7.1664638519287109e+00;+2.6759040355682373e+00;+4.8329601287841797e+00
17600;+1.1205408096313477e+01;+7.1478400230407715e+00;+2.6691200733184814e+00;+4.5879359245300293e+00
17650;+1.1460351943969727e+01;+7.2677121162414551e+00;+2.7300798892974854e+00;+4.8505277633666992e+00
17700;+1.1404512405395508e+01;+7.2248320579528809e+00;+2.6895680427551270e+00;+4.8567681312561035e+00
17750;+1.1480895996093750e+01;+7.2741122245788574e+00;+2.6957120895385742e+00;+4.8944001197814941e+00
17800;+1.1432543754577637e+01;+7.2461438179016113e+00;+2.6651840209960938e+00;+4.9065918922424316e+00
17850;+1.1556991577148438e+01;+7.3271999359130859e+00;+2.7369918823242188e+00;+4.9516482353210449e+00
17900;+1.1543487548828125e+01;+7.2965440750122070e+00;+2.7034239768981934e+00;+4.8692798614501953e+00
17950;+1.1621024131774902e+01;+7.3691201210021973e+00;+2.7281599044799805e+00;+4.9531521797180176e+00
18000;+1.1537952423095703e+01;+7.3388161659240723e+00;+2.7430400848388672e+00;+4.8703041076660156e+00
18050;+1.1699487686157227e+01;+7.3969278335571289e+00;+2.7368960380554199e+00;+5.0491838455200195e+00
18100;+1.1729536056518555e+01;+7.4562239646911621e+00;+2.7857279777526855e+00;+5.0444478988647461e+00
18150;+1.1802880287170410e+01;+7.4761281013488770e+00;+2.8139519691467285e+00;+5.1218237876892090e+00
18200;+1.1715935707092285e+01;+7.4363198280334473e+00;+2.7805440425872803e+00;+5.0237121582031250e+00
18250;+1.1888416290283203e+01;+7.5341119766235352e+00;+2.8114879131317139e+00;+5.1238079071044922e+00
18300;+1.1873632431030273e+01;+7.5359678268432617e+00;+2.8003840446472168e+00;+5.1148161888122559e+00
18350;+1.1941184043884277e+01;+7.5785918235778809e+00;+2.8243200778961182e+00;+5.1572160720825195e+00
18400;+1.1811391830444336e+01;+7.5213122367858887e+00;+2.8417599201202393e+00;+4.9668159484863281e+00
18450;+1.1983200073242188e+01;+7.6104321479797363e+00;+2.8748800754547119e+00;+5.2492160797119141e+00
18500;+1.2034624099731445e+01;+7.6567997932434082e+00;+2.8984320163726807e+00;+5.2423357963562012e+00
18550;+1.2114848136901855e+01;+7.6825280189514160e+00;+2.9291520118713379e+00;+5.2846717834472656e+00
18600;+1.2100480079650879e+01;+7.7070717811584473e+00;+2.9220159053802490e+00;+5.2504320144653320e+00
18650;+1.2189503669738770e+01;+7.7409601211547852e+00;+2.9518079757690430e+00;+5.3103680610656738e+00
18700;+1.2183679580688477e+01;+7.7486400604248047e+00;+2.9535040855407715e+00;+5.3785600662231445e+00
18750;+1.2261280059814453e+01;+7.7893438339233398e+00;+2.9777600765228271e+00;+5.4162878990173340e+00
18800;+1.2118592262268066e+01;+7.7316799163818359e+00;+2.9472639560699463e+00;+5.2867841720581055e+00
18850;+1.2416511535644531e+01;+7.8995199203491211e+00;+3.0362880229949951e+00;+5.4884481430053711e+00
18900;+1.2376895904541016e+01;+7.8852481842041016e+00;+3.0233919620513916e+00;+5.4797759056091309e+00
18950;+1.2434975624084473e+01;+7.9130239486694336e+00;+3.0230400562286377e+00;+5.5465598106384277e+00
19000;+1.2340512275695801e+01;+7.8576960563659668e+00;+2.9909439086914062e+00;+5.4404158592224121e+00
19050;+1.2507904052734375e+01;+7.9612159729003906e+00;+3.0188798904418945e+00;+5.5690240859985352e+00
19100;+1.2473312377929688e+01;+7.9431681632995605e+00;+2.9738879203796387e+00;+5.5665597915649414e+00
19150;+1.2586943626403809e+01;+8.0237760543823242e+00;+3.0712320804595947e+00;+5.6808638572692871e+00
19200;+1.2393152236938477e+01;+7.9236478805541992e+00;+3.0361919403076172e+00;+5.4293122291564941e+00
19250;+1.2676959991455078e+01;+8.0716161727905273e+00;+3.0888640880584717e+00;+5.6817598342895508e+00
19300;+1.2648768424987793e+01;+8.0488004684448242e+00;+3.0826559066772461e+00;+5.6722559928894043e+00
19350;+1.2724960327148438e+01;+8.0924797058105469e+00;+3.1137919425964355e+00;+5.7422399520874023e+00
19400;+1.2675264358520508e+01;+8.0749435424804688e+00;+3.0934081077575684e+00;+5.7127041816711426e+00
19450;+1.2784576416015625e+01;+8.1264963150024414e+00;+3.1342399120330811e+00;+5.7679038047790527e+00
19500;+1.2803071975708008e+01;+8.1388158798217773e+00;+3.1480638980865479e+00;+5.7494401931762695e+00
19550;+1.2891424179077148e+01;+8.1981115341186523e+00;+3.1763200759887695e+00;+5.8519678115844727e+00
19600;+1.2784159660339355e+01;+8.1648321151733398e+00;+3.1727681159973145e+00;+5.7094402313232422e+00
19650;+1.2993408203125000e+01;+8.2298879623413086e+00;+3.2106239795684814e+00;+5.9167361259460449e+00
19700;+1.3012543678283691e+01;+8.2879362106323242e+00;+3.2178881168365479e+00;+5.8941440582275391e+00
19750;+1.3076064109802246e+01;+8.3070402145385742e+00;+3.2392320632934570e+00;+5.9598078727722168e+00
19800;+1.2990847587585449e+01;+8.3005123138427734e+00;+3.1935679912567139e+00;+5.9016318321228027e+00
19850;+1.3210111618041992e+01;+8.4334077835083008e+00;+3.3084158897399902e+00;+6.0002560615539551e+00
19900;+1.3144672393798828e+01;+8.3792963027954102e+00;+3.2690238952636719e+00;+5.9981760978698730e+00
19950;+1.3213215827941895e+01;+8.4090242385864258e+00;+3.2479679584503174e+00;+6.0704002380371094e+00
20000;+1.2987263679504395e+01;+8.3178243637084961e+00;+3.2211840152740479e+00;+5.8461761474609375e+00
20050;+1.3318783760070801e+01;+8.4904003143310547e+00;+3.3217599391937256e+00;+6.1588478088378906e+00
20100;+1.3354592323303223e+01;+8.5330562591552734e+00;+3.3468480110168457e+00;+6.1065602302551270e+00
20150;+1.3428447723388672e+01;+8.5524158477783203e+00;+3.3684799671173096e+00;+6.2193918228149414e+00
20200;+1.3280320167541504e+01;+8.4755516052246094e+00;+3.2975680828094482e+00;+6.1413121223449707e+00
20250;+1.3479040145874023e+01;+8.5996799468994141e+00;+3.3736000061035156e+00;+6.2582402229309082e+00
20300;+1.3445280075073242e+01;+8.5810241699218750e+00;+3.3107519149780273e+00;+6.1884160041809082e+00
20350;+1.3549119949340820e+01;+8.6436481475830078e+00;+3.3969919681549072e+00;+6.2509121894836426e+00
20400;+1.3334815979003906e+01;+8.5526399612426758e+00;+3.3237440586090088e+00;+6.1742081642150879e+00
20450;+1.3646400451660156e+01;+8.7240638732910156e+00;+3.4221439361572266e+00;+6.3609919548034668e+00
20500;+1.3595423698425293e+01;+8.6694078445434570e+00;+3.3799679279327393e+00;+6.3605442047119141e+00
20550;+1.3732576370239258e+01;+8.7704639434814453e+00;+3.4519999027252197e+00;+6.3975358009338379e+00
20600;+1.3665151596069336e+01;+8.7175998687744141e+00;+3.4061760902404785e+00;+6.2055678367614746e+00
20650;+1.3790623664855957e+01;+8.7822723388671875e+00;+3.4592320919036865e+00;+6.4753279685974121e+00
20700;+1.3785696029663086e+01;+8.7777595520019531e+00;+3.4657599925994873e+00;+6.4448962211608887e+00
20750;+1.3960543632507324e+01;+8.9120960235595703e+00;+3.5343999862670898e+00;+6.5251841545104980e+00
20800;+1.3655743598937988e+01;+8.7608642578125000e+00;+3.4556479454040527e+00;+6.1964159011840820e+00
20850;+1.3981984138488770e+01;+8.9105281829833984e+00;+3.5445759296417236e+00;+6.5897917747497559e+00
20900;+1.3969152450561523e+01;+8.9146242141723633e+00;+3.5223679542541504e+00;+6.5725121498107910e+00
20950;+1.4142848014831543e+01;+8.9992637634277344e+00;+3.6000959873199463e+00;+6.6402878761291504e+00
21000;+1.3959744453430176e+01;+8.8736324310302734e+00;+3.5208001136779785e+00;+6.5314559936523438e+00
21050;+1.4162176132202148e+01;+9.0401277542114258e+00;+3.6088318824768066e+00;+6.7159042358398438e+00
21100;+1.4151583671569824e+01;+9.0512962341308594e+00;+3.5889279842376709e+00;+6.7329921722412109e+00
21150;+1.4260095596313477e+01;+9.1244802474975586e+00;+3.6662399768829346e+00;+6.7198081016540527e+00
21200;+1.4017760276794434e+01;+9.0054721832275391e+00;+3.5786240100860596e+00;+6.5998401641845703e+00
21250;+1.4340479850769043e+01;+9.1492481231689453e+00;+3.6541121006011963e+00;+6.8318080902099609e+00
21300;+1.4290783882141113e+01;+9.1441917419433594e+00;+3.6504321098327637e+00;+6.8295998573303223e+00
21350;+1.4439167976379395e+01;+9.1897602081298828e+00;+3.7154240608215332e+00;+6.8865599632263184e+00
21400;+1.4275808334350586e+01;+9.0980796813964844e+00;+3.6070079803466797e+00;+6.8228478431701660e+00
21450;+1.4505503654479980e+01;+9.2726716995239258e+00;+3.7342081069946289e+00;+6.9803199768066406e+00
21500;+1.4438559532165527e+01;+9.2350082397460938e+00;+3.6568639278411865e+00;+6.9765439033508301e+00
21550;+1.4581184387207031e+01;+9.3055038452148438e+00;+3.7652161121368408e+00;+7.0365118980407715e+00
21600;+1.4273535728454590e+01;+9.2070083618164062e+00;+3.6922879219055176e+00;+6.7376317977905273e+00
21650;+1.4680607795715332e+01;+9.4029121398925781e+00;+3.7965760231018066e+00;+7.1090559959411621e+00
21700;+1.4710111618041992e+01;+9.4012155532836914e+00;+3.8055679798126221e+00;+6.9366722106933594e+00
21750;+1.4816032409667969e+01;+9.4952955245971680e+00;+3.8464319705963135e+00;+7.1336960792541504e+00
21800;+1.4626815795898438e+01;+9.3210878372192383e+00;+3.7101759910583496e+00;+7.1314558982849121e+00
21850;+1.4759807586669922e+01;+9.4368000030517578e+00;+3.8037440776824951e+00;+7.1804480552673340e+00
21900;+1.4809056282043457e+01;+9.4738883972167969e+00;+3.7943999767303467e+00;+7.0672640800476074e+00
21950;+1.4949055671691895e+01;+9.5600318908691406e+00;+3.8491199016571045e+00;+7.1301121711730957e+00
22000;+1.4633184432983398e+01;+9.4130239486694336e+00;+3.7937920093536377e+00;+7.0352640151977539e+00
22050;+1.5154879570007324e+01;+9.7028799057006836e+00;+3.9635519981384277e+00;+7.3256640434265137e+00
22100;+1.4976448059082031e+01;+9.6033277511596680e+00;+3.8942720890045166e+00;+7.1940159797668457e+00
22150;+1.5081567764282227e+01;+9.6775999069213867e+00;+3.9402561187744141e+00;+7.3840961456298828e+00
22200;+1.4890527725219727e+01;+9.5364160537719727e+00;+3.7923839092254639e+00;+7.2874240875244141e+00
22250;+1.5208127975463867e+01;+9.7591676712036133e+00;+3.9902720451354980e+00;+7.4127998352050781e+00
22300;+1.5161696434020996e+01;+9.7047996520996094e+00;+3.9347519874572754e+00;+7.3595838546752930e+00
22350;+1.5275168418884277e+01;+9.8087043762207031e+00;+4.0153918266296387e+00;+7.3062081336975098e+00
22400;+1.4926207542419434e+01;+9.6358718872070312e+00;+3.9031360149383545e+00;+7.2912640571594238e+00
22450;+1.5355744361877441e+01;+9.8583040237426758e+00;+4.0361919403076172e+00;+7.4822077751159668e+00
22500;+1.5308704376220703e+01;+9.8138236999511719e+00;+4.0012159347534180e+00;+7.5971198081970215e+00
22550;+1.5391648292541504e+01;+9.8535041809082031e+00;+4.0227842330932617e+00;+7.6365118026733398e+00
22600;+1.5237600326538086e+01;+9.7326717376708984e+00;+3.9093120098114014e+00;+7.5557122230529785e+00
22650;+1.5565216064453125e+01;+9.9775676727294922e+00;+4.1087360382080078e+00;+7.6905918121337891e+00
22700;+1.5479871749877930e+01;+9.9373760223388672e+00;+4.0631041526794434e+00;+7.6850237846374512e+00
22750;+1.5813311576843262e+01;+1.0078783988952637e+01;+4.1949758529663086e+00;+7.6682238578796387e+00
22800;+1.5273983955383301e+01;+9.8943681716918945e+00;+4.0246081352233887e+00;+7.6095042228698730e+00
22850;+1.5687711715698242e+01;+1.0062975883483887e+01;+4.1459197998046875e+00;+7.7735362052917480e+00
22900;+1.5650272369384766e+01;+1.0013919830322266e+01;+4.0757122039794922e+00;+7.8175678253173828e+00
22950;+1.5783935546875000e+01;+1.0089344024658203e+01;+4.1020159721374512e+00;+7.9092478752136230e+00
23000;+1.5545920372009277e+01;+9.9254083633422852e+00;+3.9879040718078613e+00;+7.7922239303588867e+00
23050;+1.5872063636779785e+01;+1.0180640220642090e+01;+4.1557121276855469e+00;+7.9594879150390625e+00
23100;+1.5815456390380859e+01;+1.0133119583129883e+01;+4.1603522300720215e+00;+7.9048638343811035e+00
23150;+1.5957471847534180e+01;+1.0215359687805176e+01;+4.2021760940551758e+00;+8.0097923278808594e+00
23200;+1.5529952049255371e+01;+1.0040287971496582e+01;+4.1004481315612793e+00;+7.7482881546020508e+00
23250;+1.6062911987304688e+01;+1.0304127693176270e+01;+4.2377600669860840e+00;+8.1336317062377930e+00
23300;+1.6034912109375000e+01;+1.0232959747314453e+01;+4.2343358993530273e+00;+8.1477756500244141e+00
23350;+1.6125984191894531e+01;+1.0292863845825195e+01;+4.2339520454406738e+00;+8.2378244400024414e+00
23400;+1.5904895782470703e+01;+1.0202464103698730e+01;+4.1052799224853516e+00;+8.1463680267333984e+00
23450;+1.6231807708740234e+01;+1.0452128410339355e+01;+4.3263998031616211e+00;+8.3411836624145508e+00
23500;+1.6149599075317383e+01;+1.0335552215576172e+01;+4.2211518287658691e+00;+8.3109121322631836e+00
23550;+1.6311552047729492e+01;+1.0450112342834473e+01;+4.3409919738769531e+00;+8.3954563140869141e+00
23600;+1.5928992271423340e+01;+1.0311936378479004e+01;+4.2513279914855957e+00;+8.1720323562622070e+00
23650;+1.6417184829711914e+01;+1.0526656150817871e+01;+4.4328641891479492e+00;+8.4225282669067383e+00
23700;+1.6335552215576172e+01;+1.0479552268981934e+01;+4.3517761230468750e+00;+8.3418235778808594e+00
23750;+1.6545696258544922e+01;+1.0610336303710938e+01;+4.4600000381469727e+00;+8.5080957412719727e+00
23800;+1.6298112869262695e+01;+1.0476223945617676e+01;+4.3345918655395508e+00;+8.4426879882812500e+00
23850;+1.6620384216308594e+01;+1.0674431800842285e+01;+4.4807357788085938e+00;+8.5754241943359375e+00
23900;+1.6515104293823242e+01;+1.0622207641601562e+01;+4.4356160163879395e+00;+8.5442876815795898e+00
23950;+1.6719871520996094e+01;+1.0683648109436035e+01;+4.5193281173706055e+00;+8.6372804641723633e+00
24000;+1.6200000762939453e+01;+1.0501343727111816e+01;+4.3389120101928711e+00;+8.3477115631103516e+00
24050;+1.6759807586669922e+01;+1.0756064414978027e+01;+4.5351037979125977e+00;+8.5812158584594727e+00
24100;+1.6714719772338867e+01;+1.0701855659484863e+01;+4.4933118820190430e+00;+8.6960000991821289e+00
24150;+1.6912544250488281e+01;+1.0899264335632324e+01;+4.6239681243896484e+00;+8.7598075866699219e+00
24200;+1.6571296691894531e+01;+1.0658911705017090e+01;+4.3902077674865723e+00;+8.7162561416625977e+00
24250;+1.6941471099853516e+01;+1.0885184288024902e+01;+4.5877442359924316e+00;+8.7811517715454102e+00
24300;+1.6908672332763672e+01;+1.0822848320007324e+01;+4.5698561668395996e+00;+8.6008958816528320e+00
24350;+1.7040384292602539e+01;+1.0963904380798340e+01;+4.5968642234802246e+00;+8.8721275329589844e+00
24400;+1.6601503372192383e+01;+1.0763615608215332e+01;+4.4956479072570801e+00;+8.7067842483520508e+00
24450;+1.7139328002929688e+01;+1.0998047828674316e+01;+4.6801280975341797e+00;+8.9663362503051758e+00
24500;+1.7099296569824219e+01;+1.0936511993408203e+01;+4.6303682327270508e+00;+8.9054718017578125e+00
24550;+1.7187328338623047e+01;+1.1019743919372559e+01;+4.6959037780761719e+00;+8.8985280990600586e+00
