Vector Size;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
338380368;0.0000000000000000e+00;3.5659744756380483e-07;4.0517695264972912e-16;1.2228416608400232e-12;7.3988834965561565e-16;3.9702842358294603e-08
342603569;0.0000000000000000e+00;7.6459115354346496e-07;3.1318586283283385e-16;1.7376769615133343e-12;1.4615340271522685e-15;3.8952541271671121e-08
346826770;0.0000000000000000e+00;6.6950372637770509e-07;2.4062169116547458e-16;1.6268776291267113e-12;1.0484230819486099e-15;3.6797927442478599e-08
351049971;0.0000000000000000e+00;6.4211857100181888e-07;2.0376545630471996e-16;2.0059690367069055e-12;9.1694455552168992e-16;1.0677511117292073e-08
355273172;0.0000000000000000e+00;5.2123764553554384e-07;1.6778702188999913e-16;1.8241469448958799e-12;1.1409517484099471e-15;4.8495846983195429e-08
359496373;0.0000000000000000e+00;7.7282947695493470e-07;2.1556029352897714e-16;1.6726318098511431e-12;1.4757589372498429e-15;4.2714137115018791e-08
363719574;0.0000000000000000e+00;7.1035161307478351e-07;2.2944384486493300e-16;1.6110727316450247e-12;1.3274965287627409e-15;4.2481833375418706e-08
367942775;0.0000000000000000e+00;8.9126483473005025e-07;1.9440795035977852e-16;1.8215376913143081e-12;1.1664477020300021e-15;5.2149342303572263e-08
372165976;0.0000000000000000e+00;6.9774209331746172e-07;3.0431853236030403e-16;1.9574088333496568e-12;8.3287177291442959e-16;5.1325209577597771e-08
376389177;0.0000000000000000e+00;5.3255151059882356e-07;2.3755721952038319e-16;2.2017911695968541e-12;1.0135774680830373e-15;3.7116262483814563e-08
380612378;0.0000000000000000e+00;5.8845718532586646e-07;2.0359766604002564e-16;2.3781147071381904e-12;1.5191518153329856e-15;4.2004468486677193e-08
384835579;0.0000000000000000e+00;7.1343223409344283e-07;2.6331936200263106e-16;2.6706314376413569e-12;1.3940436809980473e-15;5.0272865129411199e-08
389058780;0.0000000000000000e+00;6.1546752842987549e-07;1.9917585879945618e-16;2.8966604770426254e-12;1.2410188115154929e-15;2.2794648293802722e-08
393281981;0.0000000000000000e+00;5.7482730462904450e-07;2.7282122586767890e-16;2.6779070565740698e-12;9.2456082094154279e-16;3.6027148745880587e-08
397505182;0.0000000000000000e+00;9.0111080461360947e-07;2.2493311048354572e-16;2.5312172791520248e-12;1.3495986637767981e-15;4.9184598095960426e-08
401728383;0.0000000000000000e+00;4.9869802670447013e-07;2.0773008106226812e-16;2.3817737582584561e-12;1.0238125424592464e-15;4.1507350687323808e-08
405951584;0.0000000000000000e+00;5.7039409841335383e-07;2.3493641418291797e-16;2.1226798694485299e-12;1.1306314922201095e-15;3.1596202338745514e-08
410174785;0.0000000000000000e+00;6.2401172685590567e-07;2.6158399625445842e-16;2.3094960377766519e-12;1.4823093118390095e-15;3.7851608627342096e-08
414397986;0.0000000000000000e+00;5.7774628250302392e-07;2.3014947815201760e-16;2.1725823029211295e-12;1.3233594971961219e-15;3.5654606676710077e-08
418621187;0.0000000000000000e+00;8.6278453971775862e-07;1.8511075458398634e-16;1.9707602914400856e-12;1.0679466623399533e-15;4.0236438905556933e-08
422844388;0.0000000000000000e+00;6.8538323848877010e-07;1.9735882792468493e-16;2.1576535777643858e-12;1.2969294413308776e-15;3.2512645712710526e-08
427067589;0.0000000000000000e+00;5.9211444084707158e-07;1.6749270508227224e-16;2.0973157375078119e-12;9.0725215265744254e-16;6.2836504363408577e-08
431290790;0.0000000000000000e+00;8.3216886158206502e-07;1.9349596412432392e-16;1.9681718415088205e-12;1.0780489436572276e-15;5.2814152357323305e-08
435513991;0.0000000000000000e+00;6.4716792118340161e-07;2.4636820935662745e-16;1.7224012129493955e-12;1.3276509061026311e-15;3.6963132473860473e-08
439737192;0.0000000000000000e+00;5.0818880664648531e-07;1.8977956395572307e-16;1.5775290715717466e-12;1.0844546487436089e-15;3.5605741632848929e-08
443960393;0.0000000000000000e+00;6.4945286731427242e-07;2.4167971816059584e-16;1.5922799683626577e-12;8.9958561671516139e-16;3.5937889075834034e-08
448183594;0.0000000000000000e+00;5.0695158654866327e-07;2.3940142976734391e-16;1.7765847094656779e-12;9.8420587760923931e-16;5.5040314066956084e-08
452406795;0.0000000000000000e+00;7.2922544607833998e-07;1.0540742580409280e-16;1.7409880989780070e-12;4.8750934400887499e-16;2.0214553362802210e-08
456629996;0.0000000000000000e+00;4.7386672357080991e-07;3.0024600102585763e-16;1.9028677740095145e-12;1.3837424366449590e-15;3.6263304681398801e-08
460853197;0.0000000000000000e+00;5.1414622264009490e-07;2.8456072374665296e-16;1.6339606098583389e-12;1.3322615699272457e-15;3.7972515340314988e-08
465076398;0.0000000000000000e+00;7.2452044802398381e-07;7.6902408404555566e-17;1.4812301053080483e-12;7.0493874316888936e-16;4.2982585778411869e-08
469299599;0.0000000000000000e+00;5.8797569473229307e-07;1.7782436465301527e-16;1.5456112730979105e-12;1.4098931771835042e-15;3.1601162973226733e-08
473522800;0.0000000000000000e+00;6.9719947692534482e-07;1.1329638551632662e-16;1.7759334310226112e-12;9.5672503348341291e-16;3.0727024148486420e-08
477746001;0.0000000000000000e+00;4.1028159104981977e-07;9.9817935307205242e-17;1.8866213630300498e-12;6.7377106326132799e-16;5.1178549404631758e-08
481969202;0.0000000000000000e+00;5.1989033273975651e-07;1.2367881070605439e-16;1.8033854741266292e-12;7.4207286389803973e-16;3.3299865199911297e-08
486192403;0.0000000000000000e+00;8.2184582262164076e-07;1.9616656543623169e-16;1.9341900743992975e-12;1.1034369299910803e-15;3.0676151941731920e-08
490415604;0.0000000000000000e+00;3.9425162121330876e-07;1.8232210259479977e-16;1.9528763500665109e-12;1.2762547178751952e-15;2.1765651229867102e-08
494638805;0.0000000000000000e+00;5.4223651835995214e-07;3.4947925599772361e-16;1.8237996735517204e-12;1.0604887763215063e-15;2.2428932795145740e-08
498862006;0.0000000000000000e+00;5.7582347317167831e-07;2.6287810504077720e-16;1.6571716245831293e-12;9.5592038185357808e-16;2.7756085941657520e-08
503085207;0.0000000000000000e+00;4.5247885091190122e-07;1.8957966400474069e-16;1.7594059204474836e-12;9.3604959155763640e-16;3.4488743480095376e-08
507308408;0.0000000000000000e+00;5.4424753322450234e-07;2.4675144258904938e-16;1.7706296020521409e-12;1.0222559764358670e-15;3.0988925141804055e-08
511531609;0.0000000000000000e+00;3.7467666631766482e-07;2.0975459166389463e-16;1.5206042611586005e-12;9.5554869644818390e-16;5.9135071816987060e-08
515754810;0.0000000000000000e+00;5.5009680040847875e-07;2.6582519904150920e-16;1.9206564069668661e-12;1.0633007958838342e-15;1.5860090905621902e-08
519978011;0.0000000000000000e+00;4.1777073427842675e-07;1.7195531431401456e-16;1.8410682329199532e-12;5.8464806816000747e-16;3.5856191753050895e-08
524201212;0.0000000000000000e+00;6.7178102004429161e-07;2.5016866573935976e-16;1.8646548930801896e-12;1.3645563587812492e-15;2.3287766090238369e-08
528424413;0.0000000000000000e+00;4.1174529270140251e-07;4.5121764672864057e-17;1.8238555706629924e-12;1.1167636765873394e-15;3.5890262339969600e-08
532647614;0.0000000000000000e+00;6.2459411669103951e-07;1.1191020622925877e-16;2.0019392977988884e-12;1.0743379801585297e-15;2.2904626803713014e-08
536870815;0.0000000000000000e+00;5.2244512875608160e-07;7.7720854488707523e-17;2.1660802132228954e-12;5.8845789777668269e-16;2.7021054138355693e-08
